Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
QD,JS,8D,6C,2S,10S,0,0,5D,5H,KD,4H,3H,1,0,2C,6H,2H,QS,AC,1,0,QC,6D,7S,KH,4C,0,1,3C,3D,JH,AH,4S,1,0,10H,10C,9S,5C,4D,1,0
4H,9C,2C,AC,10S,4C,1,0,10D,9S,3D,5H,8H,0,0,JH,3S,9D,6S,5C,0,0,10H,2H,7C,QH,KS,0,1,JC,JS,KC,AS,QS,1,0,QC,6D,KH,9H,8D,0,0
QH,JS,AC,4H,6H,KD,0,1,2C,AH,JD,5H,3S,0,0,QS,8D,7H,3C,9S,0,0,4C,9D,7S,AD,9H,1,0,7D,QC,6S,KS,10C,0,0,7C,8H,4D,JH,JC,1,0
9H,5C,8H,10S,QH,4D,0,0,6H,8C,5H,AC,3H,0,0,JH,AS,8S,2H,3C,0,0,KD,KS,KC,2D,7D,0,0,2S,2C,10D,QS,KH,1,0,QC,7H,9D,7C,6D,1,1
4H,5H,2D,2H,6H,3H,1,0,KS,6D,JD,7C,QD,0,0,10D,QC,8D,9D,7H,0,0,8S,10S,4C,JH,2C,0,1,3D,6C,AD,2S,KD,0,0,5S,3S,QH,5D,4S,1,0
9C,JS,QH,9H,9D,3D,1,0,7D,6D,8D,6S,8H,2,0,10C,8C,JD,4S,AS,0,0,9S,2D,7C,QS,AC,0,0,3S,8S,2S,4H,KS,0,0,4C,3C,5H,7H,5C,1,1
AD,8S,JC,9H,QC,KD,0,0,5S,QH,2H,2D,AC,1,0,4S,9D,6C,AS,8D,0,0,10H,QD,2C,7H,2S,1,0,JS,3H,5C,6D,KS,0,0,5H,7S,7D,4H,6H,1,1
3H,5D,4S,2S,9H,6D,0,0,AC,10C,AS,7C,JS,1,1,7S,9S,2D,3S,10H,0,0,6C,AH,5H,KC,JC,0,0,4C,10S,2H,9C,KD,0,0,JD,9D,QH,4H,JH,1,0
3H,10D,4S,JC,AS,9D,0,0,8S,8H,AD,10H,7S,1,1,8C,4D,5C,10C,QS,0,0,JD,10S,7C,KS,QD,0,0,5S,5D,9H,9C,6H,2,0,7D,2S,QC,3C,2C,1,0
9D,10C,JH,KD,7S,5S,0,0,7H,4S,6H,AD,JS,0,1,4H,5H,5D,3D,8S,1,0,3S,9H,9C,QC,4C,1,0,KC,8C,8D,JC,QH,1,0,3H,2C,6S,10S,2D,1,0
7D,7H,JC,6D,10H,10D,2,0,6C,9D,8S,9C,JH,1,1,JD,KS,8H,6H,5S,0,0,AH,7C,5H,2D,5D,1,0,8D,9S,10C,KD,4S,0,0,QC,QD,5C,10S,QH,1,0
4H,10H,6S,JD,9H,KS,0,0,AD,6D,4S,8S,AH,1,1,5C,3S,10S,7H,9S,0,0,JH,QH,2S,QD,4C,1,0,KH,QS,KC,4D,10D,0,0,2C,2H,5H,6C,7D,1,0
AD,7S,KH,2C,JD,3S,0,0,4C,4H,7D,9D,8C,1,0,10H,AH,8H,10C,KD,1,0,KC,QD,5S,KS,AC,0,1,9S,2D,2S,4S,JS,1,0,5C,6S,7H,QH,AS,0,0
AC,QD,7S,AD,9H,QH,2,1,8C,7D,JH,AH,KH,0,0,4H,6C,2C,4C,QS,1,0,9D,2D,7H,10C,8S,0,0,5S,KD,KC,2H,4D,0,0,3S,JD,JS,6H,QC,1,0
KD,9D,10H,QD,10C,9C,2,1,6H,AS,9S,KC,4H,0,0,8H,4S,3S,5D,2H,0,0,2D,7H,9H,JD,2S,1,0,4C,AC,7C,JH,3H,0,0,QS,8C,7S,5C,8S,1,0
5S,9D,9S,QS,2C,5H,2,1,AC,7S,3H,2D,9C,0,0,10C,4C,KD,8S,6D,0,0,AD,JS,KS,8H,KH,0,0,8C,KC,10D,7H,2H,0,0,9H,3S,AS,JD,4H,0,0
7D,2D,4S,QD,7H,3C,1,0,8H,4H,5D,7S,8C,1,0,2S,9H,10H,9D,10S,2,0,KD,5C,8S,QH,AC,0,0,2H,4D,6C,KS,4C,1,0,6S,9C,3S,KH,JH,0,1
KD,AC,2D,10H,4C,9D,0,0,5C,JH,9S,3H,5D,1,0,6S,10C,QS,5S,7D,0,0,QC,AS,4D,QH,8D,1,0,KH,AH,4S,8C,4H,1,1,3S,7S,2C,10D,3C,1,0
QS,6D,5C,JS,JD,AH,1,0,4C,6S,5H,8C,3H,0,0,KH,6H,KS,2H,9D,0,1,7H,2D,QC,QH,10H,1,0,4H,5S,JC,AC,10C,0,0,3C,3D,9C,4S,AD,1,0
QD,10S,QS,8H,10D,10H,2,1,9C,JC,6H,KS,2D,0,0,8S,9D,3S,7D,JS,0,0,KD,4S,4D,KH,4H,1,0,6S,JD,4C,2H,3H,0,0,5C,5H,8C,6D,AD,1,0
10H,4C,8C,4S,10C,6D,2,1,9S,QS,AS,9H,4H,1,0,2C,7H,5S,AC,3H,0,0,AD,5H,7D,KC,5D,1,0,JS,9C,2H,AH,8D,0,0,8S,7C,QD,3D,KH,0,0
3H,7D,JH,2S,5S,JS,1,0,AC,6C,4S,8S,8C,1,0,9D,9S,4D,QS,AH,1,0,5D,6S,2H,7S,KS,0,0,JD,4C,9C,QD,8H,0,0,10C,10S,3D,10D,JC,1,1
10C,6D,8H,5H,8S,2D,1,0,3H,2H,AD,10S,KS,0,1,3C,7D,8D,JS,KD,0,0,4D,7H,2S,8C,QC,0,0,4H,7C,AS,2C,3S,0,0,10D,JH,9H,4S,7S,0,0
5D,2H,3D,KS,3S,9H,1,0,AH,7D,8S,9S,7C,1,0,8C,JH,6S,3C,QS,0,0,6D,10S,KC,4H,AD,0,1,3H,QC,9D,9C,4D,1,0,5C,7H,4S,KH,8D,0,0
QS,QH,4S,AC,8D,3H,1,0,5H,JC,KC,4D,7S,0,0,2H,JS,3C,AH,2S,1,0,8H,4H,JD,9H,KS,0,0,10D,QD,JH,3D,10S,1,0,9C,7D,5D,5S,9S,2,1
KH,7H,2H,3C,8D,9H,0,0,4C,8S,2D,3H,6S,0,0,6D,8C,QC,QH,3D,1,1,10C,10D,JD,8H,2C,1,0,10H,4D,KS,10S,9C,1,0,7D,JH,6C,KD,JC,1,0
KD,JD,3H,4S,2C,8S,0,0,7H,AC,7S,10S,JH,1,0,8H,5C,2H,QS,4C,0,1,5D,2S,4D,6H,KC,0,0,QC,9C,8D,10D,6S,0,0,7D,5H,3D,9S,3C,1,0
8C,QC,JD,8D,8S,KD,1,0,4C,10D,QH,6D,JS,0,0,10H,KS,AS,JC,10S,1,1,9C,9S,QS,10C,KH,1,0,5C,6H,AD,5S,2D,1,0,6S,7D,7C,7H,4D,1,0
6S,AC,4C,JC,KS,10S,0,0,5S,JS,7D,3H,7S,1,0,4H,2S,2C,6C,KD,1,0,AS,QS,7C,9S,4D,0,0,7H,10C,6D,5H,JH,0,0,3D,9D,QH,3S,JD,1,1
9H,2S,7S,4S,3S,8S,0,0,3D,QD,AH,8H,3H,1,0,KH,AD,5D,6S,4H,0,0,10C,4D,6D,KS,7C,0,0,2D,10S,KD,AC,4C,0,0,AS,QS,9D,QH,7D,1,1
10H,4D,6C,10D,9H,4C,2,0,KC,QC,5D,7C,5S,1,1,5H,JC,2H,3D,9D,0,0,8C,3C,JD,KH,5C,0,0,4S,9C,10C,8H,8D,1,0,KD,2S,3H,QD,QS,1,0
2D,AH,JC,4H,7C,6S,0,0,10C,2H,QH,5C,5H,1,0,9S,6H,5S,3H,8H,0,0,3D,2C,10S,KH,7D,0,1,8D,9C,8S,KD,2S,1,0,QS,9D,6D,7S,KS,0,0
AD,6D,9C,9H,4S,8S,1,0,QD,10D,4D,5C,QC,1,0,JH,10S,3D,2H,AC,0,1,QS,3S,JS,7S,JC,1,0,5S,8H,2D,KD,3C,0,0,7H,5D,2S,7D,4C,1,0
2H,5D,KC,8S,9D,AS,0,0,4H,4D,QS,2S,8H,1,1,KD,3H,7H,6S,5C,0,0,KH,6D,8D,QC,10H,0,0,10S,AH,JH,AC,6H,1,0,7D,JD,8C,KS,2C,0,0
2H,JS,JH,AC,AD,KC,2,1,10S,4S,4C,KH,3H,1,0,9S,6S,AS,5C,5H,1,0,7H,9C,9H,4H,QH,1,0,QS,7S,4D,9D,6H,0,0,KD,JC,10C,8C,2D,0,0
8S,JS,JH,QC,KC,AS,1,0,10S,AC,9H,2H,9D,1,1,3C,3D,5H,5D,7H,2,0,2C,10H,7C,6H,8D,0,0,8C,7D,9C,3H,3S,1,0,QS,4H,AD,KD,6D,0,0
KD,AD,3S,5H,QS,2D,0,0,8S,4D,JD,8D,9D,1,0,JC,6H,JS,3D,KH,1,1,2C,7D,AH,6C,QH,0,0,AS,5D,2H,KS,QD,0,0,10C,2S,7C,QC,7S,1,0
KS,6H,JH,2S,7C,7D,1,0,KC,5C,3C,2D,6D,0,0,10C,4D,8D,5D,9C,0,0,JD,2C,8C,9D,10H,0,0,3D,6S,5H,6C,AD,1,1,AC,KD,8S,4S,7H,0,0
8H,8C,KC,3S,QD,3C,2,0,7S,5H,KD,10D,2S,0,0,AC,10C,KH,7D,7C,1,0,5S,QH,JD,JC,6C,1,1,4C,2D,AD,2C,5C,1,0,9D,JH,6S,10H,5D,0,0
AS,10S,2H,6S,AH,JC,1,0,8D,AC,8H,9H,3D,1,1,JH,6D,10H,7H,6H,1,0,JD,2D,AD,8C,3C,0,0,3H,2S,KH,4H,7S,0,0,QD,QC,9D,JS,5C,1,0
JC,2H,6D,3C,AS,9D,0,0,4H,3S,KC,6C,10H,0,0,2S,6S,QH,4D,6H,1,1,KH,AC,JS,2C,4C,0,0,AD,5D,8S,5H,8D,2,0,9S,7D,KD,8H,10S,0,0
9D,4C,5C,KC,9C,3S,1,0,10D,3C,5H,6H,4S,0,0,8D,7D,QC,AS,8H,1,1,10C,KD,5D,3H,7C,0,0,9H,JH,10S,6C,6S,1,0,9S,4H,QS,7H,KS,0,0
QH,3D,2S,4H,10C,5C,0,0,5H,9D,8D,QC,QD,1,0,5S,5D,9S,7C,6S,1,0,10S,AD,AS,2D,2C,2,1,AC,7S,2H,3S,8H,0,0,6H,KS,7H,8C,3C,0,0
QH,JH,KC,10H,JC,5H,1,0,4D,6H,2S,5C,7C,0,1,KD,5S,8D,9H,AH,0,0,4H,AD,3H,6D,JS,0,0,8S,7D,8H,6C,QD,1,0,6S,QC,KS,10D,7H,0,0
AH,QS,2C,10C,KD,3H,0,0,AD,3S,6D,9C,8D,0,0,3D,2H,10D,5H,KC,0,1,10H,5C,JD,4H,4C,1,0,8C,10S,QH,JC,6S,0,0,5D,9H,KS,9S,QD,1,0
5C,2C,9S,AD,JD,8S,0,0,3D,9H,JC,6S,6H,1,1,KS,2S,4D,4S,QH,1,0,10H,AH,KD,10S,2D,1,0,AS,7D,3S,2H,5H,0,0,9C,KH,QD,10D,4C,0,0
2D,9C,7H,KC,QC,10D,0,0,9H,5D,8C,6S,JS,0,0,AD,8S,KD,8H,2H,1,0,4S,10S,3S,KS,5S,0,0,3D,AC,4H,2C,4C,1,0,JC,10H,KH,9D,6C,0,1
7S,5S,JC,4S,JH,5C,2,1,2C,KD,JD,9H,10H,0,0,4C,6C,5H,4D,7H,1,0,3S,4H,8H,10D,2S,0,0,7D,10C,KC,2D,9C,0,0,QD,AC,JS,AS,AH,1,0
7H,10D,AS,8C,9C,6C,0,0,QH,JS,7C,KD,3H,0,0,KC,10H,AH,AD,QC,1,0,JC,2S,8D,5D,5S,1,1,5C,2C,KH,10S,4C,0,0,7S,6D,QD,6H,3S,1,0
KD,5C,2H,JS,6C,10H,0,1,5H,AD,10S,2C,KH,0,0,KS,QH,8C,8D,KC,1,0,2S,6D,3H,3D,4H,1,0,AC,6H,7C,8H,QC,0,0,7S,4D,QS,3S,9C,0,0
4D,KD,AS,JC,10H,7D,0,0,6S,KH,3C,6C,10S,1,0,2C,JD,KC,2H,6H,1,0,4C,3D,6D,AC,JS,0,0,5D,KS,8C,AH,5C,1,1,10D,8H,7S,3S,9S,0,0
JC,10H,6H,QH,9C,QS,1,1,4S,JD,7D,7C,9S,1,0,8D,4C,2S,4D,8H,2,0,2D,10S,8S,5S,6S,0,0,JH,QC,10D,9H,3H,0,0,7H,6C,3D,AC,5H,0,0
3C,10D,8H,7H,4D,JS,0,0,4C,7D,JD,9C,3D,0,0,JC,AD,KC,10C,10H,1,0,3S,3H,5H,JH,KH,1,0,9D,QH,4S,9H,5D,1,1,KS,AH,AC,4H,QD,1,0
9D,5S,5H,9S,9C,AC,2,0,QC,JH,KD,4C,3C,0,1,3S,3D,AS,KS,6C,1,0,QD,KC,6H,10H,9H,0,0,2S,7H,JS,4D,8C,0,0,2D,QH,7S,2H,JC,1,0
8S,7S,9C,AD,6D,5C,0,0,2C,3S,4S,QS,KC,0,0,8H,4D,6S,QH,9D,0,0,2D,9S,7D,JS,8C,0,0,QD,JD,5S,4H,3D,0,0,8D,5D,KS,KH,JH,0,1
QD,AD,4S,QC,3S,6C,1,0,QH,10C,10D,QS,2S,2,1,7C,KC,5H,4H,4C,1,0,9H,3D,2H,AH,8C,0,0,5C,AS,8H,6S,7H,0,0,JH,10H,7D,KD,AC,0,0
KD,7S,10D,3S,3D,4H,1,1,6S,8C,8S,4D,2S,1,0,KC,8H,QC,7C,3C,0,0,10H,QH,4C,6C,7H,0,0,9C,9S,QD,KS,JC,1,0,AD,JD,2C,2D,KH,1,0
9S,3H,AH,7S,2S,10H,0,0,2D,KS,4S,7C,5D,0,0,3D,8H,6S,4C,8S,1,0,4D,9H,4H,KC,2C,1,0,5S,AC,QD,AS,QS,2,0,KH,2H,QC,KD,6C,0,1
6C,3H,5H,2C,JH,5D,1,0,4S,7S,10D,9H,4H,1,1,8D,6D,3C,QD,7H,0,0,AD,JC,2S,8C,JS,1,0,KH,8S,7C,10S,10C,1,0,KS,10H,4D,9D,2D,0,0
KD,8S,4C,10C,6S,5S,0,0,QD,6D,8C,9S,4D,0,0,JD,3D,4S,3C,AD,1,0,9C,QC,KS,JC,7S,0,0,9H,AC,3S,9D,5D,1,1,6H,QH,4H,8D,3H,0,0
AC,4S,8H,KH,4C,10D,1,1,2H,3H,6S,8S,5H,0,0,JS,7D,KS,9S,8D,0,0,KC,JC,AS,3S,6D,0,0,10H,JD,7H,QC,10S,1,0,2D,9C,AH,JH,QS,0,0
4D,7D,5S,7H,5C,3C,2,0,KS,9C,9S,KC,10H,1,1,JD,3H,7S,AD,4H,0,0,10C,2C,6S,AH,3D,0,0,6H,6C,2D,4C,6D,1,0,QH,AS,8D,9H,8C,1,0
5S,10H,9C,KH,AD,7D,0,0,4D,3S,KS,JD,QC,0,0,2H,JS,QD,8H,7H,0,0,5C,AH,8D,8C,7C,1,1,3C,9S,JH,6C,3H,1,0,2C,10D,4C,AC,JC,0,0
QC,JS,7H,9H,AD,9S,1,0,6C,QS,6D,4C,8D,1,0,KC,5D,QH,10D,KD,0,0,AC,7D,8S,4D,4H,1,1,9D,10S,2D,3C,JH,0,0,2C,JD,4S,8H,AH,0,0
7D,2C,6C,AH,JD,10C,0,0,10S,4D,JC,KC,8D,0,0,10D,4H,5C,AS,QH,0,1,7S,5D,8C,10H,4C,0,0,6H,QD,QC,AC,JS,1,0,6S,8S,4S,5S,3C,0,0
2S,8C,KC,4D,6C,KH,0,0,10C,4C,JH,10D,4S,2,1,10S,KS,5S,JS,QC,0,0,QH,7H,2C,5H,QD,1,0,6D,2D,QS,8H,AC,0,0,2H,8D,9C,AD,AS,1,0
2H,10D,7S,7D,5C,2C,2,0,4H,AD,KD,8S,9S,0,1,7H,QS,5D,JS,3S,0,0,KS,KC,AH,JD,9H,0,0,8C,4C,2D,AS,3H,0,0,10H,3C,9D,3D,6H,1,0
JD,AC,9S,6H,4C,10D,0,0,9D,6C,10C,7C,QH,0,0,8D,QS,4H,10H,7D,0,0,5S,KS,6D,QC,5D,1,1,8H,AH,JC,3C,2H,0,0,QD,7S,9C,2D,9H,1,0
JD,5D,JS,3S,QS,5C,2,0,7S,JC,5H,3H,QC,0,1,2S,AH,8D,7C,9D,0,0,6D,10C,JH,5S,3C,0,0,9S,8C,6C,10H,7H,0,0,QD,2D,9C,4H,KS,0,0
KS,4H,KH,9C,3C,9H,1,1,JS,7H,6H,10C,6S,1,0,2S,5H,10D,AH,6D,0,0,10S,7S,AD,8S,7D,1,0,9D,4S,8D,JH,4D,1,0,3H,QH,7C,6C,AC,0,0
KH,5S,3S,KD,KS,2C,0,1,3D,8S,KC,4H,7C,0,0,QH,2S,5C,10S,4S,0,0,6H,QD,JH,7S,9H,0,0,2H,5H,6C,8C,9S,0,0,4D,JC,QS,QC,4C,2,0
AS,10C,3H,10S,2S,3D,2,0,KS,9H,QS,2D,6H,0,1,JC,10D,6D,3S,9D,0,0,2C,JS,7S,9S,QC,0,0,5D,AH,KH,QH,KC,0,0,4D,8S,AC,4H,2H,1,0
8D,7H,8S,5S,7C,9D,2,1,9H,JH,3D,6S,QH,0,0,2H,AC,AH,9C,JS,1,0,2S,QD,4C,6H,KD,0,0,2D,3S,10S,JC,4D,0,0,KC,QS,KH,AD,JD,0,0
5C,7D,KC,JC,5H,6D,1,0,3D,QD,KS,JH,6C,0,1,9D,AH,9S,2D,AC,2,0,7H,5S,10D,JD,10S,1,0,4H,JS,8C,8D,3C,1,0,AD,KH,AS,5D,KD,1,0
AH,AS,10S,7S,7H,8S,2,0,2C,JH,KD,5S,10H,0,0,9S,3H,10D,5D,6C,0,0,2H,AD,KH,6D,8C,0,0,9H,KS,2S,JC,JD,1,1,QS,9C,QC,5C,QH,1,0
3H,10H,AH,10S,10D,QD,1,0,KH,2D,9H,7C,JH,0,0,8C,JD,JS,9D,KS,1,0,7S,5D,6H,6S,10C,1,1,AS,7D,4H,5S,3C,0,0,5C,QS,4D,9C,QC,1,0
5C,3H,KH,7S,8H,2C,0,0,10C,5D,7C,9H,8C,0,0,6C,2D,QD,10D,8S,0,0,5S,AD,JS,AC,AH,1,0,4S,2S,QC,7D,2H,1,0,9D,4D,3C,JD,4H,1,1
4S,5D,KS,3S,AS,AC,1,0,JD,KC,2D,9H,KD,0,0,QS,4C,6S,3H,3D,1,0,10S,7S,AD,9C,2C,0,1,AH,QC,6C,7C,5H,0,0,6D,7H,4D,10D,8D,0,0
2S,9H,6C,6H,3S,KH,1,0,JD,8D,2D,QS,7S,0,0,QH,8H,9C,JC,4D,0,1,8C,4S,5C,6S,9D,0,0,2C,4H,KC,8S,7D,0,0,5D,QD,JH,3H,3C,1,0
8H,3D,4S,9H,5C,QD,0,0,3C,AH,QC,2S,AD,1,1,9C,5H,JD,KC,AS,0,0,JC,10C,10S,QS,3H,1,0,JH,KH,4C,7H,10D,0,0,7S,AC,5D,8S,6C,0,0
3H,2D,2C,9C,JS,5H,1,0,4S,9S,6C,10H,JD,0,0,5D,5S,4D,JH,6S,1,0,6D,AS,QH,KC,QC,1,0,KH,4C,2S,7C,KS,0,0,4H,9D,9H,2H,AC,1,1
7C,9S,AH,9C,5S,QD,1,0,7S,7H,9D,JC,9H,2,0,3C,3D,KS,5D,2D,1,1,2H,3H,8D,8S,8H,1,0,AC,KD,5H,2S,QS,0,0,4S,6H,8C,5C,6S,1,0
2H,2C,KH,QS,9D,8C,1,0,QD,5D,7D,6S,AD,0,0,KS,2D,4C,AH,AS,1,0,8S,8D,7H,7S,4H,2,0,9S,3H,5H,3D,QC,1,1,JH,10D,AC,JS,3C,1,0
JD,AH,5D,9S,3D,6D,0,0,2C,KS,6S,7S,JS,0,0,3S,2H,KC,QS,KH,0,1,9D,QD,10C,8D,4S,0,0,3C,3H,7D,8H,KD,1,0,8S,5S,10H,9H,5C,1,0
3D,2S,JS,7C,6H,AC,0,0,4D,JH,3S,9S,9H,1,1,4H,5S,7D,2D,JC,0,0,AH,QS,3C,9C,KS,0,0,AS,QC,5D,10S,10H,1,0,8H,3H,QD,KC,7H,0,0
7D,AC,JC,AS,8S,6C,1,0,3D,KC,4D,7C,4H,1,0,QC,QD,7S,8C,AH,1,0,6S,4C,2D,9C,10D,0,1,4S,10S,6H,9D,5S,0,0,10C,9S,KD,6D,2H,0,0
4C,2D,8C,QC,4H,6C,1,0,8D,9S,4D,KC,3S,0,0,3H,AH,4S,6S,JD,0,0,10S,5D,6H,3C,QD,0,1,9C,KD,7D,2C,2S,1,0,KS,2H,10C,AD,5H,0,0
2S,3D,6C,10D,2H,JH,1,0,10S,AC,2C,AH,JD,1,1,KC,2D,KH,3S,8S,0,0,3C,7H,8D,AD,5S,0,0,QC,6D,10C,7C,9S,0,0,AS,QS,9C,8H,4S,0,0
3S,9S,8D,JD,4D,9C,1,0,QC,3C,KD,4S,KS,0,0,2D,4H,AC,7H,8C,0,1,AD,KH,6S,JC,6D,1,0,5H,5D,2C,4C,8H,1,0,7S,QH,5S,8S,7C,1,0
7C,KC,JH,5C,5H,7S,2,0,8S,8D,JC,6S,4D,1,0,3D,QD,KD,4S,AC,0,0,5S,8H,9H,3C,2S,0,0,4H,AD,10S,2H,9D,0,0,5D,9C,3S,6C,QS,0,1
KD,8H,2S,7H,8C,KS,1,0,10C,JC,8D,QH,7C,0,1,5D,AD,5H,10S,6C,1,0,4S,6S,8S,3C,4D,1,0,5C,QS,7D,10H,9D,0,0,JS,9S,3S,2H,6D,0,0
JC,5C,AD,7S,9H,2H,0,0,2C,3C,QS,3H,4C,1,1,8D,4H,KS,7H,QC,0,0,KD,AH,QH,3S,2D,0,0,4S,8H,KC,10H,8C,1,0,9D,9C,JD,JS,8S,2,0
5H,4C,KH,6C,9S,9D,1,1,AC,8S,2C,QC,2S,1,0,5D,8H,KC,QS,AH,0,0,5C,3H,3S,8C,6H,1,0,10H,4D,QD,9C,JC,0,0,10S,10C,3D,QH,7S,1,0
AC,2D,6S,3S,4H,5D,0,0,JD,JS,AH,3D,6C,1,0,9H,QD,10S,8S,6D,0,1,2C,6H,8H,8C,QC,1,0,4D,AD,7H,KS,KD,0,0,9D,KC,4C,JH,2S,0,0
2D,9S,QH,KD,JH,3S,0,0,9C,7S,JD,AC,4D,0,0,KS,KH,3D,8S,6D,0,0,QD,3C,4H,7D,7H,1,0,5C,10D,QC,9D,4S,0,0,2H,8C,3H,8D,2S,2,1
7H,2D,AD,AS,2H,JS,2,1,10D,5D,6S,5H,3S,1,0,3C,7D,7S,10H,JD,1,0,10C,2S,AH,JC,JH,1,0,10S,QD,8D,AC,QH,1,0,KD,9D,5S,9H,6H,1,0
