Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
7D,2S,9S,10C,AD,8H,0,1,8S,6D,5S,5H,7S,1,0,QH,3C,KD,8D,JC,0,0,4C,6S,QC,4S,6C,2,0,2D,2H,7H,AC,KS,1,0,4H,8C,JD,KH,QD,0,0
JD,JS,8C,KH,4H,5H,1,0,KD,7H,2S,9H,7D,1,0,4D,10C,9S,AD,3C,0,0,5D,5C,KC,9C,8H,1,0,JC,AC,9D,6H,2H,0,1,8S,4C,QS,AS,AH,1,0
2D,9C,QS,AC,3D,6C,0,1,10D,5H,JS,QC,8S,0,0,KH,2C,JC,AD,6H,0,0,KD,3S,8D,5C,JD,0,0,3H,JH,9S,2H,8H,0,0,4S,7S,4D,2S,KC,1,0
7D,5C,10S,4S,3D,QH,0,0,KD,3S,AS,6S,KC,0,0,2H,4D,JS,2C,10H,1,1,JH,9D,KS,4H,AC,0,0,5S,KH,3H,8D,5D,1,0,JD,QD,2S,8H,3C,0,0
2C,7H,2S,6S,AS,AD,2,0,9S,QC,QS,7C,JC,1,1,7D,8S,JH,9H,10C,0,0,4H,9C,QH,6H,6C,1,0,2H,KH,10D,7S,AH,0,0,3H,JD,5S,KD,KC,0,0
JH,8H,6S,6C,JC,4H,2,1,5D,9H,10H,KS,JS,0,0,2D,AS,10S,10C,QD,1,0,QH,5S,8S,AH,KC,0,0,6D,7H,AD,KD,9C,0,0,5C,KH,2S,9D,7C,0,0
KD,QC,7C,9C,2H,3C,0,1,4C,QD,2C,9H,AS,0,0,3H,10C,5C,5S,QH,1,0,10H,7D,JC,8S,10D,1,0,9D,AD,4H,6C,KH,0,0,7H,AH,4S,JH,3D,0,0
7S,3H,10S,AC,6D,JC,0,1,2S,KD,3C,KC,6S,0,0,6C,AH,QH,JH,5C,0,0,5S,7C,4H,QS,JS,0,0,7D,KS,3D,4D,3S,1,0,8S,2C,AS,2H,9S,1,0
KD,3C,KS,10S,4D,2C,0,0,QH,7S,9C,5D,9S,1,0,4S,6D,3S,6C,9H,1,1,5S,8H,5C,JS,JC,2,0,QD,AH,KH,4C,3H,0,0,10C,8D,9D,2D,AD,0,0
8C,2D,5D,10H,5S,7C,1,0,KS,9D,4H,QD,QS,1,0,3D,9H,JD,8D,6H,0,0,AH,4D,8S,3H,AD,1,0,5C,3C,2H,4C,4S,1,0,6S,JH,5H,7S,KH,0,1
4S,10C,QD,6D,2S,10S,1,0,5H,4C,8C,8S,AD,1,0,10H,7C,3S,7H,5D,1,0,QS,8H,JC,3H,KS,0,0,JS,9S,5C,AC,4H,0,0,2H,JD,6S,7S,3D,0,1
QC,8C,KS,9H,6S,JH,0,0,3S,7S,8D,9D,3H,1,1,4D,5D,4H,KH,4S,1,0,JD,AC,3C,QS,2D,0,0,7C,8S,2H,10D,6C,0,0,AD,KC,10H,QH,AH,1,0
2C,2S,KC,AC,3C,6H,1,1,KD,JH,QC,4H,8H,0,0,5S,8D,10D,3H,2H,0,0,QD,9D,AS,7S,6C,0,0,6D,JS,4D,8C,5D,0,0,7D,6S,AH,5H,3S,0,0
10S,4D,8S,2H,QS,QC,1,0,AH,10C,4S,KD,KS,0,1,9D,9C,10H,QD,AC,1,0,6H,3H,5S,6C,8H,1,0,3D,10D,2C,AD,5C,0,0,JC,4C,6S,9H,6D,1,0
8H,2S,2D,5H,AH,9C,1,1,2H,AC,7C,AD,7H,2,0,8S,2C,4D,3C,10H,0,0,JD,6H,9D,4C,3D,0,0,AS,6S,3S,JS,9H,0,0,6D,9S,QD,QH,KH,1,0
KC,9S,AD,KD,6S,5H,0,0,5S,QH,8D,9H,AC,0,0,9D,8S,JD,6C,JC,1,1,4D,4C,8H,QD,AH,1,0,10C,10S,JS,7H,KS,1,0,8C,3C,7D,4S,2S,0,0
7H,JS,7S,KH,4S,2C,1,0,QS,6H,AH,6C,2S,1,0,7C,3H,KS,AD,4D,0,0,9S,JH,8S,10S,10C,1,1,7D,QC,3C,2D,5H,0,0,5S,6D,JD,10D,2H,0,0
KD,9S,8S,2D,KH,8H,1,0,7D,4D,6S,3H,2S,0,0,JD,7C,4C,QH,QD,1,1,6D,8C,7H,4H,10H,0,0,8D,2H,AD,5D,QC,0,0,9D,AS,AC,10S,5H,1,0
AS,6C,9D,QS,2C,5C,0,0,AD,8S,3S,7S,7H,1,0,3C,8H,8D,6H,10H,1,0,8C,2S,9H,AC,2D,1,1,4D,QC,5H,3D,AH,0,0,KC,5S,KS,3H,JD,0,0
6H,9C,QC,8C,JS,5D,0,0,QS,3S,9S,10S,KC,0,1,5S,9H,3D,6S,8S,0,0,7H,4S,2S,4D,6D,1,0,AS,QH,4C,10H,KD,0,0,4H,AH,10D,2H,7S,0,0
5H,3H,8C,9D,6H,6D,1,0,9H,6C,2H,2S,10C,1,1,4S,10D,AD,4C,4D,1,0,3C,4H,5C,JD,AH,0,0,KH,KC,3D,10H,JH,0,0,AC,7H,QC,JC,8H,0,0
5S,4H,6D,KS,AH,QH,0,0,9S,4D,5D,2C,2H,1,0,6S,JS,9D,9H,10D,1,0,QD,3S,2S,QC,7S,1,0,7H,2D,7C,10H,5H,1,1,6C,5C,4S,3D,AC,0,0
7S,JS,8D,6H,10C,QS,0,0,8S,3D,5H,JD,KC,0,0,3H,2D,6D,2H,AC,1,1,KS,AH,9C,10H,JC,0,0,5D,6C,7C,8H,KH,0,0,10D,8C,10S,2S,KD,1,0
5S,8C,7C,8S,6D,QS,1,0,10C,7S,5D,KC,9D,0,0,AC,KD,5C,2S,2C,1,0,7H,5H,3H,4S,4C,1,0,7D,2D,QH,JH,6H,0,0,6C,3D,3S,3C,8D,1,1
3C,2S,QS,AS,2H,5C,1,0,AC,9H,7C,AH,3S,1,0,KH,JS,10H,6H,9D,0,0,JC,KS,6S,10D,6D,1,1,10C,JH,AD,3H,4C,0,0,7D,5S,5D,JD,QC,1,0
6C,5H,6S,3D,10H,JC,1,0,9C,9S,QH,9D,6D,1,0,9H,7H,KS,2H,3C,0,1,KC,7C,4H,QD,4D,1,0,3S,2D,4C,KD,QC,0,0,5S,QS,10D,5D,AD,1,0
JH,8D,QS,8C,6H,AH,1,0,3C,9D,10H,2H,10C,1,0,KC,10D,6S,QC,8H,0,0,KD,9S,4C,KS,7S,0,1,4S,AC,JD,JC,AD,2,0,5S,5H,3S,5C,JS,1,0
AC,10D,2C,2H,4C,10S,2,1,9D,7H,7S,2D,8S,1,0,8D,4D,AH,3H,5D,0,0,6C,7C,9S,KS,3C,0,0,6S,8H,3S,10H,5C,0,0,9C,QD,QS,JC,3D,1,0
AH,9C,10H,3H,2S,3S,1,0,AD,6H,5D,KD,AS,1,0,KS,7H,QC,4H,KH,0,1,JS,AC,7D,4D,5H,0,0,2D,3D,QS,6S,2H,1,0,10C,9H,5S,QH,8H,0,0
2C,KS,9S,7D,2H,9D,2,0,4H,QD,AD,9H,AC,1,0,4S,AH,KC,QC,10D,0,0,10H,JH,8C,QS,6D,0,1,KD,9C,QH,5C,AS,0,0,4D,JD,5H,2S,10C,0,0
6S,4C,7C,9H,8S,8H,1,0,10S,KC,KH,JH,3S,0,0,7S,QH,AS,4D,QS,1,0,5C,3C,AC,KS,2H,0,0,9C,2S,QC,9D,8C,1,1,4S,3H,10H,2C,10C,1,0
6H,8D,2D,AC,5D,4D,0,1,7H,9D,9S,QH,10C,1,0,2H,9C,7D,3H,4C,0,0,QS,10D,3S,7S,5H,0,0,5S,7C,8S,AH,2C,0,0,10S,QC,2S,KH,AD,0,0
6D,8S,5S,QC,8C,9D,1,0,2S,5H,KC,4D,5C,1,0,8D,2C,9S,KH,6H,0,0,10C,5D,2H,AS,6C,0,0,2D,KS,7H,9C,JD,0,1,10S,3C,4C,3D,JH,1,0
10S,2C,5S,AC,KS,8C,0,0,JC,10H,9H,JS,9D,2,1,2S,3D,7D,3C,QC,1,0,QD,10C,6D,AS,6H,1,0,5D,9C,QS,AH,QH,1,0,KH,9S,2H,10D,AD,0,0
JH,QS,AS,8D,7D,QC,1,1,6S,QD,KH,KC,4H,0,0,7S,9H,2H,QH,9C,1,0,2C,AD,4D,JC,2D,1,0,5D,JS,5C,8H,9S,1,0,10C,KD,4C,10H,8S,1,0
9D,7D,5C,4D,9S,QH,1,0,9H,2C,QC,6D,5S,0,0,5H,8S,5D,3D,6S,1,0,JC,AD,KS,JS,6C,1,1,3C,AC,4C,KC,10H,0,0,8H,4S,7C,10D,2D,0,0
7C,10D,8S,KS,8D,6S,1,0,9H,AC,AS,JD,8H,1,0,7H,3C,9S,4D,9D,1,0,AH,5C,10C,JC,QS,0,0,2S,2C,KD,6H,6C,2,1,AD,JS,2D,2H,4C,1,0
10H,KS,10C,6D,AH,3D,1,1,3S,JC,5C,5H,KD,1,0,6C,4D,JH,6S,5D,1,0,7D,4S,2C,9S,AD,0,0,8D,KH,6H,JS,QD,0,0,4C,QS,2D,9D,8C,0,0
3D,9S,9D,9H,2H,4H,1,1,2S,10H,AH,8C,AD,1,0,QS,6H,3S,KD,JD,0,0,6S,4S,QD,6D,KC,1,0,JC,8H,QH,KS,QC,1,0,5C,4C,JS,10C,8S,0,0
2S,4H,JC,9D,10S,AS,0,0,8C,4D,4S,8H,QD,2,1,3C,5D,10D,5C,9H,1,0,QS,7H,KS,10H,5H,0,0,2C,AD,KD,9C,4C,0,0,KC,3D,2H,8D,5S,0,0
JD,5C,QC,6C,8S,6S,1,0,4S,AS,AH,9S,8D,1,0,3H,2S,QS,AD,JH,0,1,5H,3S,4H,9H,4C,1,0,4D,2D,AC,KC,10H,0,0,9C,QD,3C,JC,2H,0,0
9D,AD,8S,5S,10S,QH,0,0,JH,5D,10C,QS,2D,0,0,JD,6D,6H,KC,3D,1,0,6C,KS,QD,9C,AS,0,0,9H,7D,5H,4H,AC,0,1,3C,2C,KH,7C,6S,0,0
9H,7H,KC,2H,3D,JH,0,0,AH,6S,8H,5S,6D,1,0,3H,4S,9C,JD,10D,0,0,2S,QD,QH,AD,3S,1,0,KS,10C,8C,3C,10S,1,0,7S,4H,AS,4C,6H,1,1
8C,4D,7S,6D,QS,3S,0,1,3H,4S,10C,QC,2C,0,0,9S,KC,JC,8D,6S,0,0,2S,2H,6H,JH,5C,1,0,10S,KS,7D,KD,6C,0,0,AD,5H,KH,8S,7H,0,0
9H,JH,3C,KD,JD,AS,1,0,3S,4H,5H,KH,6C,0,0,KS,3H,AD,8D,2D,0,0,9S,8H,AC,2H,KC,0,0,6D,6H,9C,4C,QC,1,0,4D,7C,5S,QD,2C,0,1
10D,QH,4C,KH,QS,10H,2,0,6C,7C,3C,6D,5H,1,1,10S,5S,3H,4D,5C,1,0,KS,JC,8C,4S,QC,0,0,8H,AD,9D,QD,KC,0,0,8D,KD,2D,6H,4H,0,0
6H,KD,5C,2D,5H,KS,1,0,7H,8S,9C,5D,7D,1,0,JC,4C,2C,3D,AS,0,0,4H,10D,4D,QH,QD,2,0,QS,3S,JD,5S,10S,0,0,6C,9S,QC,3H,AD,0,1
4C,QD,AD,2S,9C,KH,0,0,10D,5C,9H,KC,AH,0,0,5D,8H,JD,6H,10S,0,0,4H,10H,10C,QH,5S,1,0,3C,8D,KD,9D,7D,0,0,8S,4S,JC,3H,5H,0,1
4S,7H,4D,10C,5S,3C,1,0,AH,2D,KS,AC,6S,1,0,KD,QD,9H,QC,2H,1,1,AS,10S,JD,JC,8D,1,0,9S,4C,10D,JH,6D,0,0,8C,QH,7S,KH,3H,0,0
5H,JD,KC,3C,5C,8S,1,0,9H,JS,8C,7H,8H,1,0,4H,KD,10D,10C,4S,2,1,KS,9D,6C,KH,AS,0,0,2H,7S,5S,3H,10H,0,0,9S,4D,AH,QC,2S,0,0
KD,KS,6C,6S,JH,3S,1,0,7H,5D,9C,JC,2D,0,1,4C,JD,7S,8C,6D,0,0,KC,JS,10C,7C,3H,0,0,10H,3C,10D,3D,8H,2,0,AH,QS,9S,5S,6H,0,0
JD,9C,7H,10D,9S,QS,1,0,6D,AH,3C,5C,JS,0,0,10H,4S,QH,8S,KS,0,0,6C,AD,KH,5D,9D,0,1,8D,5S,QC,4D,10C,0,0,3S,2S,KD,6H,8H,0,0
10S,10D,QC,2H,JC,2D,2,0,AH,2S,8H,8S,JD,1,0,JH,6H,4C,4H,3S,1,0,QH,6C,7D,6D,5D,1,0,5C,3D,AS,9D,JS,0,1,QD,3C,KH,AC,KD,0,0
3C,4H,8C,7C,9C,6D,0,0,QH,AH,QS,5S,AC,2,1,4D,JS,QC,6S,8S,0,0,6C,3H,5H,AS,7H,0,0,4S,9H,KC,10D,7D,0,0,9D,KD,7S,10C,4C,0,0
9C,4S,8S,9S,7H,2D,1,0,5S,JS,6S,4H,AH,0,0,7S,10H,AD,JD,5H,0,0,QH,3S,KH,5D,4D,0,0,9H,8H,JH,QC,QD,1,1,10D,6C,5C,KC,8C,0,0
3H,9D,7S,AH,KD,5D,0,0,10H,2H,KS,7C,8C,0,0,8H,3D,AD,9H,10S,0,1,3S,KC,7H,JC,6H,0,0,8D,6D,AC,AS,7D,1,0,3C,5H,2C,QC,6S,0,0
5C,2D,3D,KH,4H,AS,0,0,5D,10D,KS,9C,9S,1,0,6S,6H,3H,2S,5S,1,0,7H,6D,4S,KC,JS,0,0,KD,7S,9D,9H,10C,1,0,8C,8H,QH,JD,2H,1,1
8S,2S,8C,4S,QS,9D,1,0,10S,5S,2C,5D,10D,2,0,10C,AD,JD,KC,QD,0,0,3D,5C,2H,3S,2D,2,1,6H,9S,8D,JH,AH,0,0,7H,KD,3H,AC,3C,1,0
QS,3D,10H,4D,7C,7S,1,0,4H,5S,10C,10D,AD,1,0,9D,6C,7H,8S,6H,1,0,6D,KH,2H,JD,3C,0,0,4C,8C,9H,3S,3H,1,0,2S,QH,AH,KD,KC,0,1
7H,10H,7D,9C,6D,3C,1,0,8C,AC,2D,5H,10C,0,0,QS,3H,5C,QD,3D,2,1,8S,AS,KH,10D,10S,1,0,KS,JD,8H,AD,JH,1,0,7S,3S,JC,6H,6C,1,0
3C,8S,3H,AC,JC,JH,2,0,QH,7D,KD,2C,4D,0,1,9C,9D,10D,10H,AH,2,0,5H,4S,8H,AS,2D,0,0,10S,AD,QC,KH,7H,0,0,4C,8D,9S,6H,KC,0,0
JC,4C,JS,7H,3H,5D,1,0,5H,KC,4D,4S,QS,1,0,QD,JD,4H,KH,KS,0,0,6D,3S,3D,10S,10D,2,1,KD,8D,2S,10C,AH,0,0,QC,7C,8S,2C,6S,0,0
7D,9D,6C,10C,5D,KH,0,0,3D,2C,8H,2H,2S,1,0,8S,5C,8C,KD,10S,1,0,AH,9H,AS,10H,6H,1,0,AD,AC,9C,5H,JC,1,0,4S,7C,KS,7H,5S,1,1
10D,6C,KC,5C,9H,8C,0,0,QH,4H,3S,10S,QS,1,0,KS,AC,8S,JS,6D,0,1,QC,10H,9C,JD,8H,0,0,2D,7S,3H,4D,5S,0,0,8D,KH,6H,6S,2C,1,0
2C,6D,8H,3S,7C,7D,1,0,QD,5H,JD,5C,5S,1,0,QS,6H,AH,QC,9D,1,0,10H,3D,4D,2D,3H,1,0,AC,JC,10S,9H,JS,1,1,6S,9C,8D,7H,7S,1,0
3C,4S,AD,4H,3D,QD,2,0,5D,4C,5H,7C,QS,1,0,8H,QH,AS,10S,2C,0,0,9S,4D,7D,8D,KC,0,1,6H,3S,KH,2H,JC,0,0,2D,AH,6D,JH,3H,0,0
8D,QH,10D,AD,3H,10S,1,0,3S,7H,AS,6H,AH,1,0,7C,QD,7D,4S,3D,1,1,KH,KC,8H,AC,5D,0,0,JS,QC,KD,8C,3C,0,0,KS,8S,JD,JC,6D,1,0
QS,9S,3H,2D,6C,KD,0,0,5D,2H,5H,10C,AD,1,0,7H,QC,KC,KS,AS,0,1,AC,10S,6D,8H,JH,0,0,2S,4C,9H,8C,3S,0,0,9D,QH,2C,4D,8S,0,0
AC,6D,5D,KC,5H,7H,1,0,10D,8C,2D,10H,9C,1,0,8H,KD,10C,AD,7D,0,0,QC,9D,4C,6S,8D,0,0,AH,3D,9S,3H,AS,2,1,4D,5S,4H,5C,6H,2,0
2D,JD,7H,KD,10S,AC,0,0,3S,10C,2H,6H,9D,0,0,7C,6S,10D,7D,10H,2,0,5S,AD,6D,2C,4D,0,0,KS,JS,AH,8S,9C,0,0,QH,5C,8C,8H,3C,1,1
7H,4S,9S,5S,8C,AD,0,0,7C,7S,3H,AC,3D,2,1,JS,6H,6S,KD,AS,1,0,QS,4C,JH,4D,2H,1,0,QD,KH,5H,2C,AH,0,0,2S,10C,QH,9C,2D,1,0
3S,4C,2D,8C,3D,KD,1,0,8D,5H,7S,KC,JS,0,0,JH,2H,AH,3C,4H,0,0,AS,2S,8S,QC,6H,0,0,9D,QD,QS,2C,10D,1,1,7H,5C,6C,7C,KH,1,0
2C,QD,2H,3C,2D,4S,1,0,10C,7D,8D,3S,8C,1,1,JS,5H,AC,9H,AS,1,0,2S,9S,5D,3D,KC,0,0,3H,10H,4H,AD,10S,1,0,QH,5C,QS,5S,9C,2,0
7D,8C,3H,3C,6S,3S,1,0,10H,10C,4C,AH,7S,1,1,QS,QC,JD,KS,KH,1,0,5C,JS,7H,7C,2D,1,0,8D,AC,8S,9S,KC,1,0,3D,JH,4H,10D,9C,0,0
5H,10D,KS,6D,5S,9S,1,0,QS,6S,4H,4C,4S,1,1,2S,KH,JD,5C,AH,0,0,8D,2H,KD,JS,10H,0,0,7D,3C,9H,QH,QD,1,0,KC,4D,2C,10C,JC,0,0
QC,2H,6H,KC,4C,10D,0,0,QH,4S,5D,8H,3H,0,0,5S,9S,8C,AD,6D,0,0,JC,JH,JS,2C,10H,1,1,8S,2S,KD,3C,AC,0,0,KH,10C,9D,6S,AS,0,0
7D,JC,KC,9H,5H,QC,0,0,6D,4C,8D,4D,AH,1,1,JH,2C,3H,JS,7H,1,0,10S,3C,2D,3D,QD,1,0,3S,7C,6H,QS,7S,1,0,5S,10D,AC,KD,KH,0,0
3S,QS,QC,4S,AS,9H,1,0,3D,JC,AC,7C,8H,0,0,2S,5C,2C,8D,7H,1,0,KH,5D,7S,8S,10H,0,0,4D,10S,3C,6D,KD,0,0,9D,KC,JH,6C,9S,1,1
9H,8S,JC,5S,QD,AC,0,0,QH,JS,5H,6D,6H,1,1,6C,10H,3C,4D,7S,0,0,2H,KS,10D,AD,5C,0,0,2D,KC,AH,4C,9S,0,0,2C,8C,3H,7H,JD,0,0
6C,QS,6S,JH,AC,6D,1,0,2S,KH,10H,9H,4D,0,0,8S,2H,7D,KC,4S,0,0,10C,AH,JS,5C,2D,0,0,2C,QD,6H,3D,JD,0,1,5H,9S,8H,QH,3H,0,0
KS,5H,7D,4D,QS,9H,0,0,JH,7S,8D,10C,3H,0,0,8C,KD,AH,6H,4S,0,1,10S,QH,9D,4H,6S,0,0,JC,2D,8S,7C,6D,0,0,9S,10D,2H,3D,4C,0,0
10D,9H,6C,2C,JC,AD,0,0,7C,3D,4C,5D,2H,0,0,QH,9S,5H,8S,KS,0,1,8H,AS,2S,10S,3S,0,0,AC,AH,4S,8C,3C,1,0,10C,4H,5C,7H,JS,0,0
10D,7D,5H,10C,4D,3S,1,0,AS,KS,7C,KH,KD,0,1,JD,10H,7H,QC,8H,0,0,8D,JH,AD,4H,8S,1,0,8C,3D,QD,10S,6S,0,0,QH,JS,6D,5C,3H,0,0
10S,3D,4C,2H,6C,10D,1,0,5C,5S,7H,5D,7D,2,1,10C,6S,4S,AH,7S,0,0,9D,9S,3H,AD,JC,1,0,10H,4H,5H,7C,KC,0,0,6H,QH,8S,8D,6D,2,0
4C,2C,3D,AH,9H,7H,0,0,3S,9C,6H,KS,5S,0,0,7C,9S,3H,6D,4S,0,1,QD,QC,8H,8D,QH,2,0,AC,JD,QS,JH,10C,1,0,AD,6C,JC,5H,2H,0,0
6S,2C,10H,7S,4C,6H,1,0,QD,QC,2S,3S,6C,1,1,10D,AS,2H,5H,10S,1,0,3D,JH,5C,AC,QH,0,0,JC,8S,QS,2D,8D,1,0,JD,AH,9H,JS,6D,1,0
4C,QS,KC,AD,9D,AH,1,0,9H,JC,6C,7S,5C,0,0,8D,3D,JH,QH,6D,0,0,JS,KD,3C,2C,6S,0,0,8C,AC,5D,QD,KS,0,0,9C,QC,4S,JD,8S,0,1
QC,7C,KC,AC,7S,6S,1,1,6H,QS,2S,2C,10D,1,0,10H,4S,4C,JC,KH,1,0,AH,9H,JS,8H,5C,0,0,8C,QD,QH,9C,7D,1,0,10C,5H,AS,KS,4D,0,0
7H,7C,AC,QS,2C,9D,1,0,4S,QD,JD,10C,AH,0,0,3H,9C,7D,6H,8D,0,0,10S,8H,5D,2S,AD,0,0,4H,5H,AS,6S,8C,0,0,2H,QC,10D,3S,6D,0,1
7H,3D,4C,6D,QC,2H,0,0,JH,7C,QH,9C,10C,0,0,KS,AD,2C,5H,6C,0,0,8H,9S,AS,4D,2D,0,0,8C,KC,5S,6H,10D,0,0,JS,AH,9D,8D,7D,0,1
