Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
10D,JH,3C,9H,KH,KD,0,0,8S,4H,3D,8D,7S,1,1,QS,KC,6D,AD,9C,0,0,5S,2S,4D,7D,4S,1,0,8C,JS,AC,6S,QD,0,0,9D,10C,6C,8H,AH,0,0
3H,4H,QC,6D,2D,8C,0,1,10C,AH,QD,AD,3S,1,0,QH,KC,10D,7C,4S,0,0,5H,4C,9H,JD,9D,1,0,2H,5D,KH,8H,10S,0,0,5C,KS,8S,7D,10H,0,0
AC,7S,KS,5H,5S,JH,1,0,3C,4H,JD,9S,JC,1,1,6D,4D,3D,7D,8D,0,0,8H,10D,4S,AS,5C,0,0,KC,2H,8S,AH,10S,0,0,4C,9C,5D,10C,7H,0,0
AC,10H,7H,QH,QD,9S,1,0,KH,4C,KC,3H,2C,0,1,9H,9D,KS,10S,AD,1,0,2S,3C,2H,AH,7D,1,0,7S,10C,9C,8S,8H,1,0,AS,6D,JC,5D,QS,0,0
9H,AD,AC,8D,QS,8S,2,0,10D,JD,JH,AH,8C,1,0,7D,10H,KD,4D,10S,1,1,JS,3H,KH,6H,7C,0,0,5H,8H,2D,7S,10C,0,0,QH,5S,6D,JC,QC,1,0
8H,4H,7D,7C,3C,7H,1,0,9D,3S,4D,10C,2D,0,0,KS,2H,JD,5S,8D,0,1,6D,5D,3H,5C,2S,1,0,QH,10H,JH,2C,KD,0,0,JC,9C,6H,6C,4C,1,0
8C,2H,7H,10S,KS,KC,0,0,6H,QH,2S,KD,4S,0,0,JS,JD,2C,7S,3C,1,0,8S,8D,4D,5H,9H,1,0,6C,9C,4C,3H,JH,0,1,2D,9S,3D,7C,10C,0,0
5C,5D,QS,4C,9H,9C,2,0,4H,5H,3C,6C,QC,0,1,6D,KH,KS,2C,QH,0,0,8D,JD,AH,8C,2D,1,0,9D,4D,7S,3S,JS,0,0,9S,AC,3H,8H,JC,0,0
5S,5H,7S,3H,KS,3C,2,0,9D,JD,4C,AD,3D,0,0,4S,5C,9H,9C,10C,1,0,2S,7D,10H,8C,KC,0,0,8H,4H,QH,7C,8S,1,0,QD,6D,2C,3S,AS,0,1
7C,6C,AD,QS,7H,8S,1,0,3C,10S,8C,6S,5H,0,0,9S,JC,4H,JH,2D,1,1,JD,KS,10C,6H,KD,0,0,9D,5D,2S,4C,QD,0,0,KH,AC,7S,4S,6D,0,0
AD,KD,4C,10S,3S,JH,0,0,QD,2S,JC,5C,5S,1,0,AC,QH,7D,2H,9C,0,0,9S,3D,4S,5H,8H,0,0,7H,4D,6H,KC,7S,1,1,3C,6D,2D,3H,9D,1,0
10S,3D,5C,6H,JS,9C,0,0,2C,8S,8D,QS,AS,1,0,JH,4H,QC,QD,10C,1,0,6S,2H,KH,3S,JC,0,0,9H,10H,8H,6C,JD,0,0,AH,KS,7D,AD,2D,1,1
KD,10D,8C,8S,3S,3D,2,1,QD,JD,2D,8D,7H,0,0,5D,5C,JC,10C,JS,2,0,10S,QS,9S,AS,8H,0,0,6D,6H,7C,AH,6C,1,0,6S,KH,10H,5S,JH,0,0
9S,KS,3C,4C,6H,7C,0,0,7H,QH,2H,6S,3H,0,0,KC,3S,QS,4S,10H,0,0,5D,9C,JS,QC,KD,0,0,7D,8D,4D,10S,10D,1,0,QD,AC,5S,7S,AH,1,1
JC,KH,4C,8S,9D,9S,1,1,JS,7D,5D,3D,2H,0,0,4H,JD,9C,JH,KD,1,0,5C,5H,4S,10S,3S,1,0,7H,9H,QD,6D,10D,0,0,6C,2S,AD,KS,8H,0,0
2S,JC,4S,7D,4C,3H,1,0,4D,KC,9S,8C,5C,0,0,5H,9H,AH,AC,9C,2,1,6H,AD,2C,4H,JD,0,0,QH,5S,7S,10C,KS,0,0,2H,KD,7H,9D,JS,0,0
2C,7H,AD,4S,9D,AC,1,0,6S,JH,7C,5D,KC,0,0,4H,2D,7S,5S,6D,0,0,2S,6H,KD,JD,10C,0,0,8H,8C,AS,4C,10D,1,1,4D,QS,3H,QH,QC,1,0
KC,6C,8C,7H,KS,8D,1,1,3C,9C,AD,10S,8S,0,0,JC,7C,4S,7S,3H,1,0,5H,5S,9D,5D,4H,1,0,3D,10D,10C,2C,6D,1,0,5C,9H,AS,4D,QD,0,0
QD,2S,KS,5C,QS,8D,1,0,KC,JD,5H,7S,4D,0,1,3H,6H,6S,8S,3D,2,0,10S,9S,QH,4S,9D,1,0,8C,QC,AH,10H,JC,0,0,4C,KH,AS,6C,6D,1,0
8D,10S,5H,KH,KC,3S,0,0,2H,4D,2D,QH,JD,1,1,AH,8S,JH,10H,9D,0,0,5C,AS,JS,AD,6C,1,0,QC,6D,KS,4C,10C,0,0,JC,9H,6S,5S,3D,0,0
2S,KS,7S,3S,6S,5H,0,0,QD,8H,3H,4H,AC,0,0,QH,7H,JC,AD,KC,0,0,9S,4S,10H,4C,9H,2,1,6C,QS,8C,KD,10D,0,0,QC,6D,JH,8S,5C,0,0
10D,3D,5S,8D,7H,2H,0,0,3S,5H,9D,3C,9S,2,1,QS,6H,AH,4H,KD,0,0,6C,10H,AC,9H,8S,0,0,KS,KC,10C,2C,5C,0,0,JC,5D,4C,3H,6S,0,0
4D,7C,AC,8D,4H,3C,1,0,5C,8C,4C,JC,7S,0,0,5H,2D,JH,5S,JS,2,0,9S,9D,3S,2H,2C,2,1,KC,6C,7D,10C,KS,0,0,QC,10S,3H,QH,4S,1,0
9D,9H,4S,7S,5D,2C,1,0,KD,8H,JH,8S,4H,1,0,JD,9C,KH,6D,10D,0,0,7C,8C,4C,3C,2S,0,1,3S,5C,KC,QD,QH,1,0,7H,JC,9S,AS,5H,0,0
8H,2H,JC,8S,7H,5C,1,0,4C,4D,3H,KH,AD,1,1,5S,9C,QD,6H,5D,1,0,2C,10S,8C,2D,KS,1,0,7C,7S,JS,9D,3S,1,0,3C,5H,9S,4S,9H,1,0
QD,9H,5S,6D,10S,2D,0,1,3D,8D,JS,4C,8S,1,0,QS,KS,4H,8H,AC,0,0,5C,2S,10H,AH,KD,0,0,5D,3C,6S,QH,9D,0,0,AD,2H,KC,5H,4S,0,0
4H,2C,KH,3D,7S,4D,1,0,3H,QC,AH,2H,4C,0,0,4S,8C,JD,2D,3S,0,0,5C,10H,QD,6S,6D,1,0,KC,5S,JH,7H,AC,0,1,8H,3C,10S,5D,6C,0,0
3S,3D,KH,4D,JC,2D,1,0,5H,AD,9D,5S,8H,1,0,KS,9H,8S,9S,10S,1,0,AS,4C,6C,3C,10D,0,0,QD,6D,8C,JS,QC,1,0,KD,7D,7C,KC,QS,1,1
5S,9H,2S,4S,10D,3D,0,0,9C,10H,4H,5D,8C,0,0,AH,6C,2D,3C,KC,0,0,8D,KD,AC,3H,QH,0,1,10C,KS,9D,7S,AD,0,0,7C,JC,4C,3S,JH,1,0
4S,7D,KC,4D,QC,7H,2,1,8C,9S,2H,5H,6H,0,0,8S,7S,JS,10D,10S,1,0,7C,3C,8D,8H,2D,1,0,JD,KS,3S,9H,AS,0,0,2S,10C,KD,5D,JC,0,0
JC,2H,5H,4H,10H,6S,0,0,9D,KD,9S,10C,QH,1,0,7H,10S,2S,9C,KH,0,0,4S,5C,7C,QD,5D,1,0,KS,9H,JH,KC,QC,0,1,JS,4C,10D,3C,7D,0,0
3H,KC,10C,7D,9H,KS,0,0,4C,8S,8C,5H,7S,1,0,10H,7H,2S,AS,KD,0,0,9D,QS,7C,2C,5S,0,0,4D,9C,AD,QC,AC,1,1,QH,10S,AH,10D,6C,1,0
2D,9D,KD,9S,6C,2H,2,0,5S,10S,AD,8C,4C,0,0,6D,2C,9H,QC,QD,1,0,9C,JD,5C,QH,7H,0,0,KH,4S,5D,4D,4H,1,1,8H,JH,8S,QS,8D,1,0
4S,KD,JC,KS,QD,10C,0,0,8D,QH,JH,AH,9H,0,0,2D,3H,7D,2C,8H,1,0,6H,5H,KC,JD,5C,1,1,2S,9D,KH,6C,3D,0,0,AC,AS,3S,5S,9C,1,0
KH,10D,9S,6D,AC,4D,0,0,8S,6C,KS,KC,10H,0,0,6S,5H,9D,2C,7H,0,0,7D,2S,8D,7S,JS,1,1,2D,3H,3D,5D,JC,1,0,6H,9H,5S,4H,QD,0,0
AD,6H,5H,AS,4S,2S,1,0,KS,7S,2D,9C,5S,0,0,7D,10H,JS,3C,QC,0,0,6C,KC,AH,KD,6S,1,0,5D,10D,3D,JH,JD,1,0,QD,JC,9H,9S,QH,2,1
QC,3H,2S,3C,AH,10D,1,0,4H,10H,KS,8H,2D,0,0,9H,QS,8C,4D,9S,1,1,8S,9D,KH,7S,5S,0,0,QD,5H,6S,6H,10S,1,0,9C,7C,7D,8D,4C,1,0
3S,9S,10C,4C,8C,3H,1,0,10D,7S,KS,10H,10S,1,0,JH,AC,4H,6D,7C,0,0,6S,6H,9C,6C,5C,1,1,KD,2C,7H,4D,3D,0,0,JS,AS,3C,QS,8H,0,0
4H,6C,2C,7H,3D,KC,0,0,JC,6S,7C,AH,QS,0,0,KS,8H,9D,2H,5H,0,0,KH,AD,10C,9C,JH,0,1,3C,8C,4S,QC,6D,0,0,10S,3H,QH,JD,10H,1,0
QH,KC,5H,9D,8D,7C,0,0,KH,JD,AD,3H,7H,0,0,4D,9S,JS,JH,8H,1,0,3C,9H,3S,10C,QS,1,1,10S,KS,7S,4H,AS,0,0,2C,4C,AC,6D,4S,1,0
2D,10C,10S,3C,KS,QC,1,0,KH,AD,10D,6S,6H,1,0,10H,2C,8H,7D,7C,1,1,8D,QD,7S,3H,3S,1,0,KD,7H,QH,2H,5S,0,0,4D,JH,5D,AS,9D,0,0
4C,JC,JH,KC,AD,QC,1,0,5H,6C,7D,QS,10S,0,0,2D,JD,3H,QH,AS,0,0,3D,9H,7S,10D,8H,0,0,2H,10H,9S,6D,4D,0,1,4S,AC,2C,5S,KD,0,0
10H,6C,5C,10D,10S,9D,1,1,10C,3D,3S,5S,8D,1,0,QS,4H,JH,7H,3H,0,0,2C,AC,7S,JS,AH,1,0,AS,4S,6S,8C,QH,0,0,KD,JC,6D,9H,5D,0,0
5C,8C,9H,6H,10S,9C,1,0,7D,10C,AH,10H,4C,1,0,3C,2S,AS,5D,7H,0,1,6D,AC,JC,4D,AD,1,0,9S,4H,3D,7S,10D,0,0,QC,2C,3H,2D,KC,1,0
JC,8H,10S,9C,3C,5H,0,0,JD,7S,QH,QC,6H,1,1,6S,2S,4S,9S,6C,1,0,10D,8S,4C,8C,7D,1,0,AD,JS,5C,QD,7H,0,0,4D,KD,2C,AC,2H,1,0
9C,KH,10C,10D,JS,4H,1,1,7D,9D,AD,3S,4D,0,0,QS,QC,QH,7S,6C,1,0,7H,JC,8D,6S,JD,1,0,2H,AH,6D,3H,6H,1,0,5C,8H,KD,2S,5D,1,0
9D,JH,4S,10H,2D,JD,1,0,QC,QS,6D,10S,7S,1,0,8D,10D,QD,KD,2C,0,0,JC,9S,8C,7H,5H,0,0,3C,8H,AS,3S,6H,1,1,KH,JS,KS,6C,KC,0,0
9D,JC,7S,5H,3C,8C,0,0,6S,9S,4H,AH,KS,0,0,10D,2S,JS,AS,3S,0,0,2H,9C,QS,6C,7C,0,0,8S,5D,8H,6D,AC,1,0,QC,7H,KD,6H,4S,0,1
9H,5H,QD,QC,9S,10C,2,0,3H,8D,QH,10S,3C,1,0,10H,5C,JC,3S,8S,0,0,KS,7D,4H,6S,AC,0,1,AS,8C,JS,QS,10D,0,0,7H,6D,AD,4D,2C,0,0
4C,JD,7H,2S,10D,9S,0,0,9D,10C,9C,JS,5C,1,1,10H,AD,8C,6H,3C,0,0,AS,3H,8S,QD,5D,0,0,KC,KS,6D,7S,3D,0,0,6S,AH,9H,5S,5H,1,0
6C,9C,10S,JD,8C,JH,1,0,10H,QC,5S,QS,6S,1,0,3S,AD,6D,3C,JC,1,0,5C,KS,QH,7S,KD,0,0,2D,AS,KH,KC,5H,0,0,10D,6H,9S,3D,10C,1,1
2C,QD,5H,AD,AS,QS,2,0,10D,JC,2S,8H,4D,0,0,KS,3H,4H,KH,6D,0,0,10C,5S,QH,6H,KC,0,0,3C,9C,8S,AC,7C,0,1,4S,2D,KD,8C,JS,0,0
9C,9S,3S,KC,KH,5D,1,0,6D,JS,5H,AC,QD,0,0,AD,4D,6C,6H,QH,1,1,10S,9H,JC,8H,QS,0,0,7C,7H,2S,5S,AS,1,0,4C,6S,QC,7S,8S,0,0
9S,8S,7S,4D,QH,10D,0,0,8H,3D,AC,6H,4C,0,0,5S,8C,JD,2H,5H,1,0,6D,8D,5C,QS,9H,0,0,KS,10C,3S,AH,2C,0,1,JS,4S,10S,2S,AS,0,0
KD,4H,5C,5D,2H,JH,1,0,JS,8S,9C,10H,2D,0,0,8H,KC,2S,KS,5H,0,1,4C,10S,9H,AH,10C,1,0,4D,7D,5S,3C,6D,0,0,JD,QD,6C,9D,4S,0,0
8D,JS,2C,AS,2S,9H,1,0,5S,4C,7S,5H,6S,1,0,6H,QD,6D,7D,10H,1,1,7C,KC,AH,QC,3D,0,0,AD,4H,KS,8H,9D,0,0,JC,4S,QS,2D,5D,0,0
2S,8H,AS,3D,2D,JC,1,1,QS,QH,2C,4S,8D,1,0,7C,6H,KC,3H,QD,0,0,JS,KD,7S,7H,6D,1,0,4D,9C,5C,10H,JD,0,0,8S,KS,5H,9H,AC,0,0
7S,4C,5S,KD,AC,6H,0,1,9D,2C,QH,8H,10D,0,0,QD,4H,JH,6C,KH,0,0,AH,2H,3S,JD,KS,0,0,10S,5H,JS,QC,4S,0,0,KC,9H,6S,4D,QS,0,0
AS,AC,5H,JH,KD,9H,1,0,9S,QH,9C,3D,7S,1,0,6C,3H,10C,10H,4C,1,0,AH,3S,5D,JD,2S,0,0,KS,2D,KH,6S,6D,1,1,10D,7D,7H,8H,5S,1,0
JS,6D,2H,AD,KD,AC,1,0,10S,8D,2D,QH,9S,0,0,9H,10H,QC,JH,3C,0,0,9C,QD,QS,JD,3H,1,1,AS,KC,4C,9D,8C,0,0,5D,10C,7C,6C,5S,1,0
9S,9D,JD,2S,5S,3C,1,0,10S,AS,7D,7S,AH,2,0,QD,8D,QH,8S,2C,2,0,3S,QC,KS,6C,8C,0,1,6S,3H,5C,JC,4C,0,0,5D,AD,QS,10H,6D,0,0
5H,7H,8C,8H,7D,3D,2,0,3S,3C,2H,AH,QH,1,0,2C,8D,9S,4C,JD,0,0,9D,JC,JH,5D,KC,1,1,8S,AC,9C,KS,JS,0,0,3H,6S,6C,KD,2D,1,0
QD,4C,2C,KS,5S,2D,1,0,QC,9C,7H,AC,10D,0,0,5C,AH,6D,7C,6C,1,0,KD,8D,JC,10C,8S,1,1,4S,5H,KH,6S,10S,0,0,3S,QH,4D,2S,9H,0,0
4C,5D,9C,10D,AD,JC,0,0,7S,6S,2S,7C,9H,1,1,3D,2D,QH,2C,4H,1,0,8S,AC,QC,3H,KH,0,0,QD,9D,8C,5C,10H,0,0,JH,5S,2H,8H,AH,0,0
3H,2S,AD,3S,QS,8H,1,0,6C,JH,3C,7H,8D,0,0,KD,7S,AH,KS,6D,0,0,KH,7D,JC,5S,JD,1,1,KC,4D,5H,2D,QC,0,0,7C,5D,8C,10H,8S,1,0
10D,KD,10H,6C,8D,5C,1,0,3S,3H,4H,7D,2S,1,0,9H,QD,7S,9D,JH,1,1,6D,AH,QS,QH,8C,1,0,3D,5H,2C,AD,9S,0,0,QC,4C,3C,2H,6H,0,0
8D,3H,10D,9H,9D,10H,2,0,AS,8C,2C,7C,KS,0,0,2D,4H,KH,3S,6S,0,0,7H,10S,AH,QD,10C,1,0,2H,9C,KD,QC,QH,1,1,JH,JC,AD,JS,6H,1,0
8H,6D,AD,7S,KD,QD,0,0,KH,4S,4H,4D,5D,1,0,3C,2H,5H,2D,2C,1,0,JH,6S,QH,9S,JD,1,0,9H,3D,8S,7H,AC,0,1,4C,KS,JC,AH,3H,0,0
9H,3D,AS,8H,8D,5D,1,1,KH,JC,JD,7H,QD,1,0,KS,3H,6C,JH,9S,0,0,4H,7S,5S,QS,3S,0,0,10D,KC,7C,7D,9D,1,0,JS,4D,6H,10H,2D,0,0
JC,10D,KS,JD,2D,7S,1,1,JH,AD,4C,KC,4H,1,0,10C,9H,4D,6H,8C,0,0,8S,QS,QC,6C,2S,1,0,AS,JS,2C,10H,8D,0,0,6D,AH,9D,8H,3D,0,0
7C,10H,JH,4S,7S,6C,1,0,6D,7H,5C,2C,5D,1,1,4H,10D,QH,QD,6H,1,0,KH,8C,KC,KD,10C,0,0,QS,AC,9H,AD,KS,1,0,2H,3H,JD,JS,4C,1,0
3D,KS,KH,7D,2C,QC,0,0,JH,7H,10S,7S,7C,1,0,5H,5S,6H,AC,JD,1,0,3S,3H,QS,10D,8C,1,0,AS,10C,JC,KD,QD,0,0,4D,AD,6S,QH,8D,0,1
3S,7H,QS,8D,5C,9D,0,1,5S,KH,9C,3H,2S,0,0,7S,QD,4H,7D,2D,1,0,9H,6D,10D,8S,2H,0,0,2C,KD,10C,JD,6S,0,0,7C,QH,9S,JC,5H,0,0
JC,2D,8S,QH,5H,QS,1,1,9D,10D,3C,7D,7S,1,0,KC,4C,8C,10S,QC,0,0,6C,5D,6S,8H,KD,1,0,JD,9C,AH,QD,6H,0,0,4S,2S,AS,7H,3D,0,0
3H,JD,5C,7H,9C,4S,0,1,7D,3S,JH,5S,10H,0,0,7S,9D,QD,8C,9H,1,0,4H,6C,10S,KD,5H,0,0,4D,QC,2D,3D,6D,0,0,AC,6H,7C,6S,JS,1,0
2S,6H,3C,AS,5C,5S,1,1,2C,10H,3H,AD,8S,0,0,10D,KH,6D,QH,4S,0,0,QS,4H,JS,2D,8C,0,0,7S,6C,JH,9C,4D,0,0,7H,KS,9D,7D,5H,1,0
10D,5H,2H,7S,4H,4C,1,0,5C,8H,5S,QC,KC,1,0,KS,8S,JC,9D,2C,0,0,6C,3C,9H,4S,AS,0,0,JD,6S,4D,10S,AC,0,1,AH,JS,7D,6D,7H,1,0
QH,8C,8D,4H,4C,5S,2,0,9H,5C,6D,JC,JD,1,0,10H,KS,4S,10S,10D,1,0,6H,QS,AC,JH,10C,0,0,3D,QC,9C,AD,2S,0,1,7H,KC,KD,9S,3C,0,0
6H,8H,9D,6D,10H,3C,1,0,QC,5S,4S,8C,5C,1,0,2C,JS,7C,9H,4H,0,0,9C,8D,AH,4D,8S,1,0,5D,7D,7H,7S,2S,1,1,6C,10D,10S,9S,2D,1,0
6C,7D,4H,5H,8D,2C,0,0,QH,9S,AS,2H,7C,0,0,4C,3C,10S,5S,8C,0,0,KC,2D,5C,4S,3S,0,1,QS,8S,10H,JD,JC,1,0,QD,5D,3H,KS,6S,0,0
7D,4D,QH,JC,8H,3H,0,0,6C,10C,JH,4C,7H,0,0,10S,6H,6S,9D,4S,1,0,QD,JS,2H,AD,10H,0,1,6D,8S,8C,KH,7C,1,0,QC,4H,2D,QS,2S,2,0
9S,2H,6H,AS,KD,7D,0,0,5S,4S,5H,10D,5D,1,1,QC,JD,2C,JC,KC,1,0,QH,2D,3D,4C,9D,0,0,7S,6D,AD,4D,2S,0,0,9H,JS,4H,10H,QD,0,0
6H,4S,QH,9D,2S,KC,0,0,QS,8S,10C,10H,3C,1,0,7H,10S,AS,8C,AH,1,0,JD,5S,4C,JS,3H,1,0,9H,6D,AD,7C,QC,0,0,7S,QD,2D,6C,7D,1,1
7S,10H,7C,3D,JD,JC,2,1,8C,KD,QH,9D,6S,0,0,4D,8S,9H,2S,7H,0,0,3H,5H,KH,4S,2C,0,0,6C,5C,4C,9C,6H,1,0,8H,KC,AH,JS,AS,1,0
3C,3D,QC,4H,10D,7C,1,0,3H,5C,8S,10H,3S,1,0,JH,8H,9D,KH,5S,0,0,AC,QS,4D,KS,6C,0,0,KD,QH,4C,QD,AS,1,1,2S,2D,JD,9S,5D,1,0
3S,JD,8C,9S,8S,QC,1,0,7D,8D,5D,9C,JS,0,1,7H,JC,QH,6C,7C,1,0,2H,9D,8H,6D,4H,0,0,10H,KD,KS,AC,10C,1,0,3D,4S,5C,AD,4D,1,0
5S,5D,9D,QD,JC,3D,1,1,JS,4S,QH,KH,2H,0,0,8H,6S,8S,7S,9S,1,0,AD,KD,3H,KC,3C,1,0,JD,4H,9C,7D,10D,0,0,6H,8C,4C,2D,AS,0,0
8S,8C,6S,9H,10S,3C,1,0,10H,10C,QH,2S,JS,1,1,7C,3H,5C,4D,3S,1,0,6C,9D,2H,5D,10D,0,0,AD,7H,QC,JC,7S,1,0,2C,JD,QD,2D,4C,1,0
2D,AS,QS,3C,5H,4C,0,1,10H,4H,QD,3H,8H,0,0,7D,AD,7H,KC,2C,1,0,2S,5C,6D,8S,AC,0,0,KD,9C,3D,10C,2H,0,0,6C,JC,8C,6H,KS,1,0
8H,3S,10S,9C,AH,10H,1,0,6C,9S,8S,4D,JD,0,1,AC,2D,4S,5D,3H,0,0,KD,10D,8C,6D,7C,0,0,QD,6S,7S,6H,JC,1,0,3D,7D,2S,QC,KS,0,0
10S,8C,QC,3S,KD,2H,0,0,QH,AH,KC,JH,7H,0,0,3H,KS,4D,7S,5C,0,1,4H,9C,AC,10H,6S,0,0,6D,5D,4S,2C,9D,0,0,QD,8D,JS,9S,6H,0,0
8S,KS,3H,7D,4H,7C,1,1,10C,9C,5C,4S,6S,0,0,8D,AH,8H,QD,AC,2,0,7H,AS,JH,2D,7S,1,0,6D,QC,4C,5S,10H,0,0,9D,2S,JS,3C,10S,0,0
4S,KH,KD,4H,9S,AS,1,0,5H,10S,8S,6H,3D,0,0,JH,10C,6D,JC,7D,1,1,5S,2D,2S,5D,AH,2,0,6S,JS,9H,2C,QS,0,0,QH,QC,7S,KS,JD,1,0
10C,4C,8S,2D,6H,8C,1,0,JH,9C,3D,8D,5D,0,0,4S,KC,9D,6D,4D,1,1,JD,AH,3H,AC,QD,1,0,3S,2C,6C,10S,2S,1,0,3C,5S,7S,KH,7H,1,0
4H,8D,5S,QH,3H,2S,0,0,4C,8H,7C,JS,QS,0,0,9C,9S,KD,KH,AD,1,0,5D,JH,2D,10C,8C,0,1,5H,3S,AH,JD,6D,0,0,4D,QD,7S,9H,7D,1,0
5H,10S,KC,2C,JH,QS,0,0,4S,7C,3C,AS,10H,0,0,2D,6D,4H,QH,7S,0,1,8H,9S,2H,AC,AD,1,0,JS,JC,5C,AH,3S,1,0,3D,QD,8D,4C,2S,0,0
9D,7C,3H,4S,5D,5S,1,0,7H,7S,6D,5H,10S,1,1,3S,8H,AS,AH,4H,1,0,KH,QD,10D,AC,8S,0,0,6C,8C,JD,7D,AD,0,0,2H,10H,QC,KS,6H,0,0
6C,2S,5D,QS,7C,2D,1,0,QC,QD,JS,6D,8H,1,0,3C,5S,4S,4D,AS,1,0,3D,AC,10D,8S,2H,0,0,9H,JD,5H,10H,7S,0,0,5C,2C,3S,9D,4C,0,1
5H,2D,4D,3S,JC,QS,0,0,9C,5D,8S,9D,8H,2,0,KH,QD,JD,6S,AD,0,0,QH,4S,9S,KC,2H,0,0,5C,KS,8C,10C,10S,1,0,6C,3D,7S,4C,5S,0,1
4S,KH,9C,AH,6C,KD,0,1,6S,QH,3C,QS,4C,1,0,3S,JC,AC,5D,4H,0,0,KS,10C,3D,2C,5S,0,0,QC,QD,8D,7S,JH,1,0,9S,6H,6D,8H,9D,2,0
