Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
2H,AD,QS,JS,QD,2D,2,1,3H,3D,JD,8C,8D,2,0,5S,7H,7S,3S,4D,1,0,9S,10C,8S,6S,4H,0,0,9C,7D,5C,JC,10H,0,0,AH,KH,9H,KD,8H,0,0
5C,6H,KS,3S,4H,9S,0,0,3D,2C,QS,JH,3H,1,1,8S,KH,10S,6D,2D,0,0,QH,8C,JC,4D,9H,0,0,AD,6S,KD,10C,QD,0,0,AC,9D,5S,4C,AS,1,0
KH,7D,3D,10S,AS,4S,0,0,9S,8H,6H,4H,AH,0,1,5C,3H,QS,10C,9H,0,0,KC,2C,AC,8D,5H,0,0,KD,4C,9C,JC,JH,1,0,2D,QC,8S,7C,JS,0,0
8C,2C,3H,KD,4H,5H,0,0,JD,10S,4D,5D,JS,1,0,9H,2S,2H,AS,3D,1,0,4C,10C,9C,9S,JH,1,1,9D,7C,AH,4S,JC,0,0,3S,7D,QS,3C,8D,1,0
AH,AS,10D,KH,3D,10H,1,0,QC,8H,6S,3S,6D,1,0,AC,6C,4S,9C,10C,0,0,3C,7D,8C,7H,8D,2,1,7S,QS,9D,2C,2S,1,0,QH,7C,JD,4H,4C,1,0
5H,2C,9C,9S,10S,7C,1,1,9D,6H,5C,4S,3S,0,0,JC,AH,4C,AS,AD,1,0,10D,KC,2H,7H,7S,1,0,9H,KS,6D,QH,2D,0,0,8C,3H,3C,6C,QS,1,0
5H,4C,8S,4D,JD,2C,1,0,KD,10S,2S,9C,5C,0,0,2H,7D,10C,5D,8H,0,0,AH,QC,3D,9H,6C,0,1,KC,8D,JH,4S,4H,1,0,9S,9D,10H,JC,KH,1,0
9H,3H,3C,AH,10S,JD,1,0,QD,5S,9S,KS,4D,0,0,KC,JC,7D,6C,10C,0,1,4S,QS,3S,8H,3D,1,0,2H,7H,6D,5C,2D,1,0,QH,4C,JS,QC,8S,1,0
9D,JS,AD,6S,8S,5C,0,0,AS,3D,9S,5S,QH,0,0,6D,4S,QS,QD,6H,2,1,7C,KC,KS,JC,2C,0,0,6C,AC,KH,7D,7H,1,0,2H,KD,5D,JH,7S,0,0
9C,5D,2D,5H,10C,6H,1,0,KS,9H,5C,QC,AS,0,0,6D,2H,5S,2S,QH,1,0,10H,8S,KC,AD,KH,0,0,10S,QS,10D,9S,7C,1,0,7D,KD,JS,3S,3C,1,1
KD,AC,6H,7C,2S,JD,0,0,5S,8D,QD,4H,AH,0,0,9C,JH,KH,2H,2C,1,0,8S,5D,4C,4S,3D,1,1,3C,10H,6C,AD,QS,0,0,QH,9D,KS,7S,6D,0,0
9S,5S,AD,10S,8S,9H,1,0,2H,QC,JS,10C,10D,1,0,2C,KC,5H,10H,AS,0,0,7C,5D,7D,3D,6S,1,1,3C,5C,QH,8D,QS,1,0,3S,8H,AC,KS,JD,0,0
5C,9D,JH,7D,2H,JC,1,0,3D,AS,AD,5S,8C,1,0,6C,9C,4D,10S,8D,0,1,KS,QH,2D,8S,10C,0,0,5H,3H,10H,7H,10D,1,0,KC,KD,KH,QD,JD,0,0
KH,4S,5C,10H,6H,AS,0,0,6C,8H,JH,4D,2S,0,0,QH,7C,QS,3D,9S,1,1,5H,KD,10S,8S,AH,0,0,9H,8D,8C,4H,JC,1,0,3H,6S,KC,AD,6D,1,0
4C,9H,AD,7D,5H,2C,0,0,4D,KS,QD,4H,QC,2,0,10S,5C,2S,10C,3C,1,0,7H,JD,8S,8D,4S,1,1,5D,6C,3S,QS,KC,0,0,AC,6S,7S,JH,3H,0,0
6D,9S,10H,3H,8H,9H,1,1,6H,8S,4S,AH,5H,0,0,4C,4H,JD,8D,3D,1,0,4D,9C,JS,QD,8C,0,0,KH,2D,10D,6C,10S,1,0,10C,AD,2C,2H,JH,1,0
KH,8H,4C,8S,10C,3H,1,0,2S,9C,6H,8D,9H,1,0,QH,AH,3C,4S,10S,0,0,4D,5C,6S,QC,5H,1,1,6C,AS,7D,7H,3S,1,0,7S,5D,KC,KD,2D,0,0
9C,2C,4H,8H,10C,8S,1,1,2D,QD,4S,JC,8C,0,0,7C,6H,5H,3D,9H,0,0,10H,3H,7D,10S,10D,1,0,QS,JH,9D,6S,2S,0,0,8D,9S,AH,KC,4D,0,0
5D,9C,JD,10C,7D,6S,0,0,9D,KS,KD,3C,5C,0,1,9H,7S,JS,JH,KC,1,0,2D,QC,AD,QH,AS,2,0,4S,6C,5S,10H,8S,0,0,9S,3H,JC,4C,QS,0,0
2D,9H,10H,JC,10S,6H,1,0,8H,7H,2H,7D,2S,2,0,4C,AH,QS,5H,JH,0,0,3S,9C,KH,KC,9D,1,1,5D,7S,3H,5C,QH,1,0,7C,6C,6S,AD,KD,1,0
JH,10S,5D,KC,5S,KD,1,0,9H,AD,QS,AH,5H,1,1,3C,6H,6C,QD,7C,1,0,10C,QH,5C,8C,7H,0,0,QC,3D,10H,AC,4C,0,0,9S,8S,3H,4S,JD,0,0
QC,3S,AS,9S,JS,10H,0,0,2S,KH,8D,3C,10C,0,0,7C,10D,8S,JC,AC,0,0,2C,KS,4H,KC,KD,0,1,6C,7D,AH,7H,8C,1,0,9D,2H,5H,4D,QH,0,0
2C,5C,9D,QS,AC,10H,0,0,9C,5S,6C,4S,KH,0,0,5D,QD,6D,7D,3C,0,0,8D,6H,3S,JC,4H,0,0,3H,2H,2S,3D,AH,2,1,10S,9H,8C,JS,6S,0,0
QD,KC,6H,2D,7D,9H,0,0,5C,5H,3D,AS,AC,2,1,10D,QS,2H,7H,2S,1,0,4C,QH,3S,10S,6D,0,0,2C,6C,AD,9C,8D,0,0,AH,QC,8C,4H,6S,0,0
6D,7H,5H,10C,QD,KD,0,0,10H,5D,JC,AC,4H,0,0,5C,8C,7S,10D,9C,0,0,2S,KC,5S,8D,2C,1,0,JS,AH,2H,9S,8H,0,0,8S,7C,6C,4C,4S,1,1
KH,AC,3H,7H,10S,AD,1,0,6C,10D,8C,4H,QH,0,0,6H,AH,10C,2H,5H,0,1,AS,4C,5C,2S,3S,0,0,9S,5D,4D,8D,JD,0,0,4S,JC,2C,QC,2D,1,0
AC,3C,5D,9S,JD,4C,0,0,5C,9H,QH,5S,2D,1,0,3H,KC,10S,10C,8C,1,1,QD,4S,9D,6C,JS,0,0,KD,3S,6D,10D,7D,0,0,7S,4D,KH,4H,QC,1,0
2S,QS,7S,4C,3H,9S,0,0,6S,9C,7C,KS,7H,1,0,6D,8C,JD,8S,KH,1,0,2D,5D,AD,9D,6H,0,0,AS,10H,4H,JH,10D,1,1,8D,5H,QC,3D,3S,1,0
2C,2D,QS,AC,KH,2S,1,0,8H,10S,JS,3D,QH,0,0,8S,AD,6D,AS,9H,1,0,5H,4H,KC,7D,8C,0,1,JH,QD,4C,9D,6C,0,0,AH,9S,9C,8D,5D,1,0
QH,2D,6S,5H,KD,4C,0,0,9D,KC,8C,5C,AC,0,0,8H,2H,4H,7H,2C,1,0,10C,7S,4D,QS,AH,0,1,KH,3H,JH,6H,AS,0,0,QC,7C,4S,8D,8S,1,0
7S,3H,JC,4H,6C,7D,1,0,9D,8H,10C,JS,9C,1,0,5C,AS,AD,2S,AC,1,0,9H,5D,7C,8C,8D,1,0,4C,QH,QD,4S,AH,2,0,KD,8S,3S,10H,10D,1,1
7H,10S,4D,2C,8C,3H,0,1,7S,QH,JD,2D,AC,0,0,4C,JC,5S,10C,2S,0,0,2H,6H,4S,QD,KC,0,0,8D,3D,9S,6D,AD,0,0,5D,8S,8H,10D,QS,1,0
AS,10H,6S,KH,5H,6H,1,0,10C,9H,7S,QH,3C,0,0,KD,5S,4S,4C,3H,1,0,3S,JD,AC,2C,AH,1,1,3D,9S,4D,10S,JH,0,0,8C,QS,7D,4H,7C,1,0
8C,AS,JS,QH,9H,9C,1,0,QS,4H,QC,9S,6S,1,0,AC,KD,3H,5S,3S,1,0,KS,10S,KC,7S,2H,0,1,5C,6C,8H,8D,9D,1,0,2S,JH,8S,2C,JC,2,0
QC,4S,10D,3H,4D,2D,1,0,JD,AS,9S,7C,3C,0,0,10H,5D,5C,QS,10C,2,1,6D,JC,JS,7S,AH,1,0,7D,QH,8D,8C,6C,1,0,4C,9C,KH,AD,2C,0,0
4H,AC,QS,KD,9H,2H,0,0,8D,10S,AS,7C,KC,0,1,AD,4D,2C,5H,AH,1,0,4C,8S,6C,7S,2S,0,0,QH,9D,3S,8H,KH,0,0,10C,7H,6D,5D,JS,0,0
QC,2C,AH,3C,7D,3S,1,0,10S,6C,10C,KH,2D,1,0,8D,5C,7C,KC,QH,0,0,8S,3D,6S,4C,6D,1,0,4S,AS,9D,7S,QS,0,0,5D,JS,JC,6H,7H,1,1
6S,10D,KH,10C,8S,7C,1,0,QD,10H,6D,5S,4H,0,0,AC,2D,7S,2S,9H,1,0,7D,JH,9D,5C,3S,0,0,4D,2H,2C,5D,8C,1,1,8D,AH,QC,6H,AD,1,0
JS,9C,6D,8H,KD,AS,0,0,2D,KS,4H,9D,8S,0,1,4C,2H,QC,3S,8C,0,0,7H,2S,10D,6C,JD,0,0,3C,JH,6H,7C,5H,0,0,10S,9S,AC,QH,7S,0,0
5D,KD,7H,3C,3D,4D,1,0,AS,10S,10D,7S,6D,1,0,8H,AH,9H,9D,5C,1,0,3S,4S,JS,7D,6S,0,0,JD,9S,KC,7C,2H,0,0,AC,2C,5S,6C,4H,0,1
7S,QC,2D,5H,KD,JH,0,0,AH,8S,5C,6D,3C,0,0,9C,8H,AS,9H,JC,1,0,AC,10C,3S,10H,9S,1,0,JS,JD,7H,5D,4H,1,1,QD,QH,8C,6S,4D,1,0
10C,2C,KC,8C,3C,QC,0,0,JD,8H,QS,QD,AD,1,0,3H,AH,10S,7C,4S,0,1,2S,10D,6S,6H,JC,1,0,4H,4C,JH,KD,2D,1,0,4D,9H,5C,5H,2H,1,0
8C,5S,QH,JH,2D,8D,1,0,6H,9C,2H,KH,3H,0,1,JD,JC,8H,KC,AD,1,0,KS,3S,AS,9D,7C,0,0,4H,7H,2S,9H,JS,0,0,QS,9S,3D,10H,7S,0,0
5C,2D,6C,5S,8H,AH,1,1,6D,4S,7S,KH,AC,0,0,4D,7C,10H,QH,5H,0,0,QS,3H,4C,4H,KD,1,0,9H,2C,QD,KC,6H,0,0,JH,AD,10S,9D,7D,0,0
2H,3D,JC,4H,KH,10H,0,0,6H,3S,7D,5D,KD,0,0,6D,QS,6S,JH,10C,1,1,AH,8D,7C,5C,5H,1,0,JS,QD,10S,AC,4C,0,0,5S,AS,KS,2S,8H,0,0
3C,AD,JH,5H,4D,7C,0,0,10H,JS,2S,8C,QS,0,0,2D,KH,7S,3D,6S,0,1,10S,KC,AH,5C,9C,0,0,4H,10D,QH,2C,9H,0,0,3H,7H,4S,7D,8S,1,0
10S,2H,KC,5C,9D,QD,0,0,10H,KH,10D,8S,JS,1,1,KD,7C,QS,4D,7D,1,0,10C,AC,6C,7H,3S,0,0,3D,4C,AH,2S,6S,0,0,JD,8H,2C,3H,8C,1,0
8D,9S,KC,6C,QD,JD,0,0,AH,5H,3C,8S,3S,1,0,10S,KH,9D,2H,JS,0,0,9C,4H,7S,JH,4C,1,1,5S,8H,4S,7C,5C,1,0,QC,AS,7D,10D,KS,0,0
JC,8C,7D,2C,5D,QC,0,0,9S,JD,6C,8D,3D,0,0,9H,3S,9C,7S,7H,2,1,2S,8S,KD,QS,2H,1,0,10H,AS,6D,JH,3H,0,0,5H,QH,7C,4S,10C,0,0
KH,5D,4C,QS,4H,JS,1,1,10S,2S,8S,9D,7C,0,0,2D,9S,8D,QC,AS,0,0,3C,JD,7H,JH,10C,1,0,3D,5H,6D,AD,2C,0,0,5C,4S,4D,10H,8H,1,0
2D,4D,JH,QS,8H,5S,0,0,10C,7H,2H,AC,5D,0,0,7D,9S,AS,8C,2S,0,1,5C,2C,7S,KH,6H,0,0,JS,3D,QH,KC,8D,0,0,4S,7C,AH,5H,KS,0,0
KC,10C,AC,9H,AS,10D,1,1,7H,3D,4S,8D,6H,0,0,3S,KD,6D,QD,2D,0,0,8H,5S,9D,5C,KH,1,0,4H,AD,7C,9C,3C,0,0,QC,QS,2S,7S,3H,1,0
6C,5C,7S,QD,AH,4C,0,0,AD,7C,8H,JH,4S,0,1,KS,QH,2S,KC,5S,0,0,5H,10S,QC,8D,7H,0,0,3H,6S,JS,AC,8C,0,0,QS,3D,10D,3S,6D,1,0
AH,QC,10D,JD,10S,5D,1,0,6C,7H,7D,KS,QD,1,0,KD,6D,6S,6H,KH,1,0,8D,QH,3C,5H,3H,1,1,9D,AD,QS,10H,10C,1,0,9H,4H,4S,7S,8H,1,0
QD,8S,AD,10C,9D,8D,1,1,KS,QC,10H,3D,5D,0,0,10D,AC,QH,9H,2C,0,0,4C,6S,2H,JS,3S,0,0,AS,4H,JC,KC,9S,0,0,3H,10S,6H,2S,7S,0,0
10C,10H,JH,QD,KS,QS,2,1,7S,4S,10D,AD,8H,0,0,5C,3H,8D,9H,7H,0,0,JC,AC,KD,3C,2S,0,0,10S,5H,JS,9D,4D,0,0,7C,KC,4C,2C,9C,0,0
5D,3S,JD,KD,5C,AH,1,0,4C,10D,4D,4H,9H,1,0,QD,QS,2H,QH,9C,1,0,QC,7C,3D,3H,KC,1,0,KS,KH,7H,4S,JS,0,1,10C,7S,9D,8H,6D,0,0
AD,8S,4D,10H,8H,6S,1,0,AC,8C,6H,5C,10D,0,0,QC,AS,5S,9H,KD,0,0,KH,JD,9S,QS,7S,0,0,KC,JC,4H,5D,2H,0,0,7D,2S,2D,7H,2C,2,1
3D,JS,8D,10D,3H,10S,2,1,KC,8S,2S,3S,8C,1,0,2D,9C,9H,5D,4C,1,0,JC,KS,4H,7C,JH,1,0,10C,JD,9D,8H,QD,0,0,6D,QS,KD,7H,AC,0,0
6D,AH,9D,4S,3S,6H,1,0,6S,3H,7C,8D,8S,1,0,8C,2S,KD,QH,7H,0,0,10H,9C,JD,8H,KH,0,0,7D,JC,4H,6C,5D,0,1,4D,QC,AC,QS,AS,2,0
2S,JC,JH,6S,JD,7D,1,1,KD,8D,6D,KC,9C,0,0,7H,AD,2H,8H,QD,0,0,QS,9D,4C,4S,AC,1,0,AH,QC,2D,5H,9S,0,0,KS,3H,3S,10C,9H,1,0
JC,3D,9C,7S,KD,QD,0,0,3S,2S,3H,2H,9S,2,0,3C,JD,10D,AC,9D,0,0,8C,5D,5C,6C,KH,1,1,5H,10C,KC,8H,QH,0,0,7C,4C,QS,9H,4S,1,0
KD,10H,2S,3D,6S,10C,1,1,4D,3H,5S,8S,7H,0,0,KC,3C,6D,QH,9H,0,0,JC,AC,KH,2D,AS,1,0,6H,9D,10S,7C,8C,0,0,2C,9S,7D,JS,4S,0,0
3H,QC,5S,8C,2S,KH,0,0,AD,4D,JC,2H,3C,0,0,JD,5D,KS,7C,AS,0,0,4S,8D,9D,10C,3S,0,0,JS,QD,6D,6S,8S,1,1,QH,6C,7D,KC,4H,0,0
QS,10H,KS,9D,2H,JD,0,0,2S,8H,3C,7S,10D,0,1,6C,JS,6H,QD,7C,1,0,8C,AC,9H,KD,AH,1,0,2D,4S,3H,QH,KH,0,0,QC,9C,10C,5C,4D,0,0
6C,2C,6D,9S,9H,JD,2,0,QH,AC,4H,2S,JC,0,0,10H,7S,KD,5C,3S,0,0,8C,4C,KC,3H,2H,0,1,QD,4D,4S,7D,3D,1,0,8H,9D,AS,5S,JS,0,0
KS,7C,9D,QD,8D,8H,1,0,KC,8C,4H,6S,2H,0,0,10S,2D,9C,AD,8S,0,0,AH,JD,5D,7D,2S,0,0,7S,AS,7H,5S,3S,1,1,10H,4C,3D,6D,9H,0,0
4H,4D,JS,3C,QH,2H,1,1,3H,KD,9D,7C,9C,1,0,6C,2C,5S,8S,QC,0,0,7D,AC,4S,KS,8H,0,0,9H,7S,2S,3D,10H,0,0,QS,4C,AH,8D,9S,0,0
8C,6D,4D,5S,7D,9S,0,1,3C,7S,KS,KH,4C,0,0,5D,QH,KD,8H,10S,0,0,6H,AS,10C,7C,5C,0,0,4S,9H,AD,QD,3H,0,0,9D,6S,10D,2C,2D,1,0
9S,6D,3S,JC,3H,6C,2,1,AH,10D,9D,JH,3D,0,0,5D,2S,8D,10C,KC,0,0,9H,10S,5H,6S,8H,0,0,QD,4C,4D,AD,5S,1,0,10H,3C,QH,9C,QS,1,0
10C,7C,8C,2S,6C,6S,1,0,6H,KC,10H,7S,9S,0,0,8D,AC,QC,9D,2D,0,0,KD,7D,10D,AS,9H,0,0,JC,5S,3S,7H,2H,0,0,QD,QS,4H,5C,4S,2,1
7H,6H,6C,5C,9H,2S,1,0,8C,KD,JS,9S,2D,0,1,AS,4C,KC,6S,JD,0,0,6D,AH,10D,2H,AD,1,0,QS,JH,QD,10S,QH,1,0,4S,8H,3C,5D,5H,1,0
JC,4C,7H,10S,KS,4S,1,1,8S,4H,KH,2C,QD,0,0,2H,AD,10D,KC,3C,0,0,10H,3H,5C,JS,8H,0,0,AC,10C,6H,2D,9C,0,0,4D,7C,2S,8D,3D,0,0
5H,7C,4D,5C,3H,4S,2,1,KC,3D,JC,10S,KS,0,0,8H,QH,6C,AD,3C,0,0,2H,2C,QS,5S,6S,1,0,9D,QD,QC,AC,JH,1,0,5D,2D,6H,AH,AS,1,0
3H,4S,AH,10H,QS,KC,0,0,10C,4C,3S,8S,5H,0,0,9C,JD,5S,KD,10S,0,0,5D,6C,AC,9D,7D,0,0,4H,AD,7S,2C,QD,0,1,3D,8C,8H,6D,AS,1,0
2C,QC,9C,6D,8H,5S,0,0,KH,KD,6C,AC,2S,0,1,9D,5C,QD,5D,4H,1,0,KS,QH,7C,10C,7D,1,0,4S,3S,4C,9H,7H,1,0,JC,4D,8D,KC,10S,0,0
AH,2S,10D,QC,KC,4C,0,1,8C,QS,4D,QD,2H,1,0,3H,6D,7S,3C,QH,1,0,9D,9C,KD,8S,KH,1,0,AC,3D,2D,10C,9H,0,0,4H,2C,4S,6S,7H,1,0
8D,KD,3H,JS,6C,JH,1,1,9D,QH,10C,4S,6S,0,0,3C,7D,9C,KC,7H,1,0,8S,KS,5C,JC,2S,0,0,KH,2H,4D,AD,10D,0,0,6H,3D,AS,10S,AC,1,0
6S,6D,JS,KH,5H,QH,1,0,KS,3D,8H,4S,9C,0,1,AH,2H,2C,7D,3H,1,0,7S,5D,2S,4C,7H,1,0,8S,6C,5S,3S,QC,0,0,9H,AC,QD,6H,8C,0,0
JC,JH,KS,5C,8D,10C,1,0,QD,AD,3H,4H,3D,1,0,QS,9S,7H,3S,10D,0,0,4C,10S,KH,QH,6C,0,0,KC,2S,4S,6H,6D,1,0,2C,JD,7D,AS,8S,0,1
8S,8D,9D,2C,AC,AS,2,0,7S,10H,10S,AD,6D,1,0,2H,KH,5S,9S,7C,0,0,5D,8C,KD,5C,2D,1,0,9H,4H,3C,2S,3H,1,0,JD,4D,8H,7D,10C,0,1
JD,7S,8S,10D,QC,4H,0,0,8C,5C,10S,10H,KC,1,0,AH,JC,8H,QD,4S,0,0,7D,6D,AC,3H,KD,0,0,2D,6S,6H,9H,4D,1,0,3D,2S,10C,9S,2C,1,1
2H,5S,5D,2D,6H,7H,2,0,JD,JH,2S,8H,6D,1,0,KH,5H,QH,4H,7D,0,0,QS,4C,KS,KC,3D,0,0,10D,3C,9S,7C,9H,1,0,10C,AD,9D,3S,5C,0,1
2S,9S,KD,AC,AS,3D,1,0,QS,10C,JD,KH,10H,1,0,QD,5H,QC,7S,5S,2,1,4D,6H,4C,8S,6D,2,0,2D,3C,JS,4S,AD,0,0,7C,2C,7D,JH,2H,2,0
7C,6S,KS,4S,9H,KH,0,0,JD,9S,8C,5S,AD,0,0,8H,3D,JC,10S,4H,0,0,QS,QH,5C,8S,2C,1,0,2H,2D,3S,5H,QD,1,0,10H,6H,AH,7H,JS,0,1
3D,6C,5H,JD,4C,10H,0,0,AC,KS,5C,5S,7S,1,1,4D,8C,3C,6H,QD,0,0,7D,KC,QH,JC,9H,0,0,AH,6S,7H,2C,2H,1,0,AS,4H,JS,10C,5D,0,0
6H,KS,4D,4S,5S,AC,1,0,JS,10H,9D,9S,AH,1,0,5C,JH,2D,9C,5H,1,1,10D,AS,3H,8H,7D,0,0,3C,4C,3S,KC,3D,1,0,2C,QC,7S,4H,QD,1,0
8C,10C,9C,4H,6D,4C,1,0,7D,3S,2C,2D,6S,1,0,6H,6C,10S,AD,10H,2,0,7S,QC,8S,JH,5S,0,1,5H,AH,9S,3H,9H,1,0,QH,JC,QD,9D,AC,1,0
