Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
JH,2D,JD,9S,6C,JC,1,0,7S,AS,8S,KD,5H,0,0,9C,8C,6H,3C,2S,0,0,3H,10H,2C,QC,KC,0,0,7C,4H,4D,AD,5S,1,0,6S,AC,8H,6D,QD,1,1
10D,9S,5D,3D,JD,4S,0,0,7D,8D,QS,JH,QH,1,1,2D,KD,9D,7H,QC,0,0,10C,JC,8H,7S,6S,0,0,KC,AD,8S,5C,2S,0,0,10S,8C,5H,4D,9C,0,0
4S,2D,QH,10H,JS,3H,0,0,4H,2H,KH,9S,9D,1,0,3S,KD,10S,2S,8S,0,0,7S,AH,JH,7D,5C,1,1,10C,6H,7H,KS,6S,1,0,5D,10D,QC,AD,9C,0,0
QD,10S,5D,2S,4S,JS,0,0,8C,8S,8H,QS,2D,1,1,10H,KS,QC,2H,KD,0,0,7S,7H,8D,QH,10C,1,0,AC,JD,4C,3H,5S,0,0,4D,9C,9S,AS,3D,1,0
9D,AC,8D,9S,4H,3D,1,0,KS,JH,7S,7C,6S,1,0,8H,5C,5S,KH,JC,1,0,QH,AD,3H,2H,10H,0,1,7H,AH,8S,6D,3C,0,0,4D,JS,QS,8C,4S,1,0
KS,7S,QD,7D,4S,7H,1,0,8S,10C,AH,9H,8D,1,0,2C,AC,KC,3S,5S,0,0,9S,6S,4C,AD,QC,0,1,JH,9D,10H,3C,4H,0,0,JS,5C,QH,5D,5H,1,0
JD,JS,8C,AC,QD,8D,2,0,AD,QC,10C,10H,5D,1,0,5S,8H,5C,KS,3D,1,1,7S,3S,6S,9S,2D,0,0,6C,3H,KH,QH,9H,0,0,7D,JH,7H,10D,6H,1,0
JS,9S,4D,AH,3H,JD,1,0,AC,3C,10D,6C,KS,0,0,JC,7C,QH,10C,6S,0,1,KD,QC,9C,5S,6D,0,0,4C,5H,3D,8H,4H,1,0,JH,8S,4S,8C,2D,1,0
5C,5D,2C,JH,5H,10S,1,0,4H,QC,3D,AD,6H,0,1,7C,KD,7H,4S,6S,1,0,9S,8H,KC,8S,QS,1,0,9C,QH,AS,8C,JC,0,0,4D,KH,6C,QD,JD,0,0
7H,9C,KC,QH,4D,3D,0,0,5C,JC,6D,KS,QD,0,0,6H,6S,10S,8D,JD,1,0,10D,10H,2C,2D,8H,2,1,3C,5H,7S,9S,10C,0,0,5D,KH,QS,7C,9D,0,0
10C,6H,4D,AD,4H,QH,1,1,5S,7H,2S,7C,QS,1,0,3S,9S,6D,8S,9D,1,0,4C,7D,9H,KD,KS,0,0,2C,5C,9C,KH,6C,0,0,2D,10H,QC,6S,JD,0,0
9H,2C,8S,5D,JC,10C,0,0,AD,AC,4C,4D,3D,2,0,7S,2S,AH,QH,4H,0,0,10H,4S,6C,5C,2D,0,0,6D,8H,3C,KH,7D,0,0,10D,JS,9C,7C,5H,0,1
9S,4S,7C,7H,AH,9H,2,0,AD,9D,8D,10H,KS,0,0,3H,4D,10D,8S,QS,0,1,AS,8C,JH,3S,6H,0,0,7D,KH,4C,7S,2H,1,0,QC,6S,2S,6D,5D,1,0
6H,QH,JD,QS,2C,9D,1,0,4S,AH,5D,5S,JH,1,0,KS,JS,10C,9S,KH,0,1,QD,KC,8C,8D,7H,1,0,2D,2H,7D,7S,5H,2,0,2S,8S,7C,JC,6D,0,0
8H,4D,QC,2C,6D,6S,1,0,6C,JH,QH,5C,3D,0,0,9D,4S,KD,AD,4C,1,1,9S,9C,3H,5D,7S,1,0,8D,JS,7D,QS,8S,1,0,AC,5H,2S,KH,10D,0,0
QS,9C,3D,JC,9H,JH,2,0,10C,JS,2D,5C,5H,1,0,6D,6H,AH,AD,5S,2,1,6C,7S,7D,4H,5D,1,0,8D,9D,8H,8S,QH,1,0,10H,2C,6S,2H,2S,1,0
6S,QH,2S,KD,7S,10S,0,0,6C,8H,JC,3D,3H,1,0,2C,QS,KH,AS,JS,0,1,3S,4S,QC,10C,JD,0,0,8C,AD,10D,5D,10H,1,0,7D,AC,7H,5S,2D,1,0
AC,7H,8D,5S,9H,JC,0,0,5H,9S,6H,3D,7D,0,0,QS,KC,QD,9C,KS,1,0,JH,JD,10D,2S,9D,1,0,8C,QH,2D,AS,10S,0,1,5C,3C,4C,AD,6C,0,0
8S,5H,9D,5D,6H,JS,1,0,9S,JH,JD,AC,9C,2,0,8D,3H,10D,6D,8C,1,0,9H,2D,2H,6C,5S,1,1,7C,AS,5C,4H,7S,1,0,KD,JC,AD,AH,4C,1,0
7S,AC,10D,9C,8H,AH,1,0,QC,10C,3S,9H,JS,0,0,2D,3H,4H,8D,9D,0,0,7H,7D,10H,7C,5H,1,0,5S,JH,8C,QD,QS,1,1,5D,4C,3D,JC,2S,0,0
10H,JS,5D,2C,3C,QD,0,0,AS,9S,9D,KC,2H,1,1,4H,5S,10S,10C,4S,2,0,10D,9H,JC,3S,JH,1,0,8H,3D,2S,QC,QH,1,0,6S,AH,5H,7S,7D,1,0
9D,KC,QC,3H,10S,2S,0,0,8D,4H,AH,KH,8S,1,1,AS,7D,JH,7S,2C,1,0,10C,QS,6D,4C,JC,0,0,AD,5H,JD,JS,QD,1,0,QH,3C,9C,KS,8C,0,0
KH,5D,10C,8C,6D,3H,0,1,8H,QC,AS,4D,5C,0,0,7S,6S,KD,3D,10H,0,0,JS,6H,4S,QS,7D,0,0,QD,7C,9S,AD,KC,0,0,8D,9H,JH,AH,2H,0,0
JD,JS,3S,8D,7S,10S,1,0,3C,KD,2D,3H,5S,1,0,9D,4D,QH,6S,2S,0,0,6D,3D,8S,4H,8H,1,0,5C,9S,JH,9C,QS,1,0,5D,2C,KC,KH,2H,1,1
6S,JS,2C,5C,10C,5D,1,0,8H,4C,QC,KD,5S,0,0,4D,6D,KC,AS,JD,0,0,7H,7C,4S,QD,3S,1,1,2D,9C,5H,3C,7S,0,0,KS,AC,10S,9H,QS,0,0
4D,5C,6H,7D,2S,8C,0,0,JD,JH,2C,4S,5H,1,1,3S,8H,QD,5D,JC,0,0,QS,AC,QC,10S,6C,1,0,7H,7S,6S,5S,4H,1,0,10D,QH,9S,9D,3C,1,0
5D,6C,AC,JC,AH,3C,1,0,JS,KH,5C,9S,10C,0,0,9C,10D,7S,4H,8C,0,1,JH,4S,3S,5S,2C,0,0,QH,8H,2S,JD,5H,0,0,4C,10S,QS,QC,KC,1,0
JC,8S,10C,3S,9C,10D,1,0,8H,QC,9H,7D,7C,1,0,KS,7H,4H,QD,4C,1,0,AD,AS,5D,JS,3D,1,1,3H,AH,6H,8D,QH,0,0,4S,9D,10S,JD,6C,0,0
QS,2S,10D,AD,8H,2D,1,1,10H,AC,5S,KC,8D,0,0,3C,6C,9C,4S,7S,0,0,AS,10S,KH,4C,9D,0,0,6H,3H,4D,2H,10C,0,0,JC,KS,9S,AH,3D,0,0
3D,6C,QS,4H,2C,5D,0,0,KS,6D,JH,8H,AS,0,0,8C,AD,7H,7C,10S,1,1,7D,8D,2D,4C,8S,1,0,QC,6S,QH,3H,2S,1,0,4S,10D,9S,10H,JD,1,0
QC,5H,2S,6D,JH,6H,1,0,AD,3C,QH,4S,JC,0,0,7S,JS,7H,9H,9C,2,1,9D,6C,10C,2C,KC,0,0,7C,8H,2H,QD,3H,0,0,5C,6S,QS,4C,5D,1,0
4H,8C,AS,8H,8D,2H,1,1,3C,7H,9S,KS,JS,0,0,5D,10C,2D,6C,JC,0,0,8S,2C,3D,4C,5S,0,0,6D,AC,QC,KC,5C,0,0,KH,7D,3S,2S,9C,0,0
9D,QC,2D,6D,9H,8H,1,0,2S,QH,5H,5C,2C,2,1,AC,5S,KS,KC,7D,0,0,8D,KH,3S,7C,AS,0,0,3D,4S,AH,8C,5D,0,0,QS,9C,2H,6C,KD,0,0
KC,3H,AH,7C,4S,AD,1,0,9D,5H,6S,KH,4D,0,0,9S,JC,10S,10C,3C,1,1,KD,2H,JD,10D,QS,0,0,5S,8S,7S,7D,6H,1,0,8C,AS,QH,7H,6D,0,0
AS,KS,8H,10S,QD,6S,0,0,4H,4S,QH,10H,QS,2,1,9C,JD,6H,7H,AD,0,0,5H,3S,2C,KH,9D,0,0,6D,2D,8S,7C,10D,0,0,3D,KC,2S,KD,4D,0,0
10C,8D,QD,8H,QH,3S,2,0,5S,10H,9D,3D,JD,0,0,JS,5H,4D,AC,AS,1,0,10D,9H,KC,AD,JH,0,0,9S,2S,9C,4C,3H,1,1,3C,4S,6S,KS,2H,0,0
4S,3H,10C,10S,5C,JH,1,0,KD,JC,AC,5S,8S,0,0,4C,7C,2H,KS,9D,0,0,QS,KH,8H,4H,9H,0,0,7H,KC,6C,2D,10D,0,0,8D,9S,JS,7D,3C,0,1
QC,6S,8C,AC,QD,KH,1,1,3S,6D,9D,7C,7D,1,0,2D,9H,7S,9S,10H,1,0,5D,KC,4H,8S,QS,0,0,6H,AD,JH,4S,2H,0,0,QH,JS,4D,7H,5C,0,0
AS,4C,9C,3H,7D,8C,0,0,KS,4S,6H,JH,AD,0,0,4D,AH,JC,9H,JD,1,1,AC,7S,6D,5H,QC,0,0,3C,10S,7H,8H,9D,0,0,2H,5S,2C,JS,2S,1,0
KS,8C,5D,3H,2H,7D,0,0,9H,10H,10D,8S,7C,1,0,9S,6S,10C,4S,AS,0,1,6C,JS,4C,6H,6D,1,0,9D,3D,9C,2D,KD,1,0,JC,8D,10S,KC,JD,1,0
7S,JS,9C,9H,6C,QC,1,0,2S,JD,QH,4D,AC,0,1,2C,10S,4H,3D,3H,1,0,AH,6S,9S,7C,JC,0,0,10H,KS,KD,8H,QS,0,0,KC,6H,8S,10D,8D,1,0
8D,3D,4S,KC,10C,QS,0,0,2C,10D,KH,3H,10S,1,0,AS,6H,QH,3C,2D,0,1,QC,KD,KS,JH,9C,0,0,8S,2S,4C,9H,5S,0,0,7S,5C,JC,3S,6C,0,0
AC,QC,JD,QD,AH,9H,2,1,2H,5D,2S,3D,KS,1,0,9S,7D,KC,6D,10H,0,0,10D,4S,2C,5C,AD,0,0,8D,3S,AS,JC,QS,0,0,6C,7S,8H,5H,JS,0,0
AS,QC,QH,10D,2D,4C,1,0,KC,4H,8C,8H,QD,1,0,9D,10S,3S,JH,AD,0,0,7S,7H,7D,5C,JS,1,1,9H,6H,6S,7C,10H,1,0,5H,4D,8D,QS,3C,0,0
4D,9H,10S,10D,KD,10H,1,0,9S,JD,3S,4C,9C,1,1,KS,8S,6S,2C,5H,0,0,2H,10C,7H,JC,3D,0,0,8D,QS,AH,7D,6H,0,0,8C,5D,6D,JS,5S,1,0
QS,KH,AD,2S,JS,3D,0,0,5S,4D,3H,4H,10C,1,0,5D,10H,AC,AH,2D,1,0,9C,9D,7H,10D,JD,1,0,3S,AS,10S,3C,7C,1,0,5H,KS,6C,7S,6H,1,1
4H,3C,2D,4C,AH,7C,1,1,4S,KS,AC,8D,5D,0,0,9S,3D,7D,AS,6C,0,0,7H,3S,6H,JS,6S,1,0,8S,JD,2C,QD,10C,0,0,10H,3H,QS,2S,5H,0,0
QS,7D,KH,AC,JS,5H,0,0,KC,AD,6S,9H,7H,0,0,QD,AH,5D,5S,3S,1,1,8D,4S,JH,AS,10C,0,0,QC,KD,3C,9S,4H,0,0,6H,3D,JC,10S,7S,0,0
9S,10H,8S,QS,3S,2D,0,0,5D,4C,JH,KS,QH,0,1,2C,9H,6S,7D,5C,0,0,7S,8H,5S,10C,AC,0,0,2S,8D,3C,4S,KC,0,0,3D,6D,9D,6H,4H,1,0
4S,8D,7S,3H,9D,9S,1,0,6D,JD,JS,9C,3C,1,0,2S,10C,10S,6H,2H,2,1,9H,5H,5S,KD,4C,1,0,10H,KH,7C,8C,3S,0,0,KS,QS,2D,10D,QD,1,0
3S,5S,9H,AD,KD,4C,0,0,7S,4S,6S,10S,QS,0,0,9D,AH,2D,5D,4H,0,1,4D,6H,10D,2S,6C,1,0,QC,3H,8C,7H,QH,1,0,3D,9S,7D,JC,QD,0,0
QC,QS,3S,10S,3D,8H,2,0,2S,5H,9D,6S,AC,0,0,JD,4S,AH,AS,8D,1,0,6C,2H,JC,3C,4C,0,0,AD,QH,QD,KS,4D,1,1,6D,7C,JH,JS,7S,2,0
8D,AC,5S,2H,2C,10D,1,0,KC,JD,7C,10S,7D,1,1,5C,8H,5H,4H,10C,1,0,AS,9C,7H,JC,5D,0,0,QD,3C,QC,7S,QS,1,0,4S,JS,9H,AH,KH,0,0
KS,7C,KD,QD,3C,9S,0,0,5D,2S,QS,AS,7H,0,0,AC,KC,3H,4S,JH,0,0,5C,10S,4D,JS,2H,0,0,6C,10D,10H,QC,7D,1,0,8S,AD,6S,JD,AH,1,1
7S,9H,3S,6H,QH,10S,0,0,7C,AC,8H,3C,JD,0,0,10C,KH,5C,3H,5D,1,1,7H,10H,6C,2D,KC,0,0,AH,9C,2S,AS,AD,1,0,10D,5H,3D,QS,KD,0,0
7C,JS,9S,10H,6C,7S,1,0,10D,3D,3H,4S,3S,1,0,AC,KS,8S,QC,9C,0,0,4H,2D,10S,5S,10C,1,0,7D,8H,7H,5C,JH,1,0,8D,2H,4C,6S,5H,0,1
3D,KS,AS,JH,7C,QD,0,0,10S,2C,7H,10C,KH,1,1,9C,5C,QH,7S,JS,0,0,4S,2H,8D,3H,5D,0,0,3S,8H,QS,5H,4H,0,0,AH,9H,KC,JD,AC,1,0
KC,6S,6D,5S,6C,KS,1,0,5D,4H,10H,3S,8H,0,0,KD,2S,8D,6H,JH,0,0,7S,QH,AH,4S,2D,0,0,QS,9H,4C,9D,9C,1,1,7H,7D,3D,JC,7C,1,0
5S,JH,AD,2C,5D,10D,1,1,9S,KD,10S,JD,5H,0,0,JS,9H,3C,QC,3D,1,0,7H,KC,7S,4D,2H,1,0,8H,9C,6H,6S,QS,1,0,4C,2S,9D,3H,AS,0,0
10S,6S,4D,4C,KS,JH,1,0,KH,8H,JD,JC,4S,1,0,6H,5C,AC,9S,8C,0,0,7C,4H,AD,10C,8S,0,1,AS,9D,8D,5S,QS,0,0,7S,AH,QD,5D,2D,0,0
AH,9D,8C,JH,KC,AC,1,0,7D,8H,3H,5D,6S,0,0,10H,5H,5C,9C,4S,1,0,6D,QH,2C,8S,JS,0,0,8D,4C,JD,2S,7S,0,0,KH,3C,2D,9H,10D,0,1
5H,9H,5D,9D,KC,8H,2,1,7S,3S,7C,4S,4H,2,0,QS,JS,KS,AS,JH,1,0,2D,QD,10D,KH,5C,0,0,2S,10C,4C,3C,10S,1,0,3H,9S,2H,9C,AC,1,0
QH,JH,4D,10C,8H,2D,0,0,4C,7H,10S,KS,8D,0,1,8C,5S,3C,7C,QD,0,0,QS,QC,4S,10H,9C,1,0,8S,5D,6H,3H,9D,0,0,4H,2C,7S,3D,JD,0,0
2C,4C,AS,AH,9D,3D,1,0,10D,QH,7H,8S,2D,0,0,2H,7D,6H,JD,6S,1,0,8D,JH,QD,6D,8C,1,0,4H,5D,3H,10H,7C,0,1,QS,2S,AD,3S,7S,0,0
7S,10S,8C,KD,4S,9H,0,0,2C,8S,JD,5H,4C,0,1,QH,QC,2S,KC,QS,1,0,4H,10D,AH,KS,8H,0,0,10C,JS,10H,6D,AC,1,0,7C,JH,9C,4D,7H,1,0
KD,3H,10H,3C,4C,10S,2,1,6C,KS,9C,5C,QS,0,0,3S,AS,2H,6D,8S,0,0,3D,5H,JC,4D,KC,0,0,2D,5D,7S,4H,5S,1,0,8D,9S,AH,KH,AC,1,0
7S,2H,5S,6S,6D,7C,2,0,6H,AH,5H,2D,9S,0,0,3C,4D,AD,JS,4H,1,0,10S,QS,6C,9H,2S,0,0,3S,3D,7H,4C,8S,1,1,JH,8C,9C,2C,KD,0,0
6D,9S,8S,AD,3C,7D,0,0,9D,10S,2C,8H,QS,0,1,10C,9H,7H,7C,JD,1,0,3H,9C,KC,5C,QH,0,0,QC,JH,AS,KS,JC,1,0,5D,8D,AH,10H,5S,1,0
3S,4D,KS,9H,QC,KD,0,0,2H,JD,QH,10C,QS,1,0,AC,7H,8H,AD,5C,1,1,JC,9D,2S,7C,KC,0,0,10S,QD,6H,JS,3D,0,0,AS,5H,8D,5D,6S,1,0
4C,7D,10D,3D,AH,AS,1,0,JC,3H,5D,JD,9C,1,0,7H,QC,5C,6C,4H,0,1,10C,9H,JS,3C,4S,0,0,6D,2S,QH,5H,2C,1,0,7S,AD,8H,2D,2H,1,0
9S,8H,3H,QC,9H,10D,1,0,QD,AD,4C,KS,3D,0,0,10C,7H,10S,AS,QS,1,1,6D,4D,7S,JD,6H,1,0,KH,8S,7D,AC,9C,0,0,QH,2C,2H,3C,3S,2,0
10S,3C,6D,2D,2H,KD,1,0,7S,QS,JD,KS,JC,1,0,8C,6H,KC,5C,JS,0,0,10C,QH,9D,6C,6S,1,1,4S,7D,4C,5S,9C,1,0,KH,3S,JH,9H,2C,0,0
3S,AS,7S,6C,10H,3C,1,1,JH,6H,8S,3H,9H,0,0,QC,AH,2C,QD,8H,1,0,KH,9D,9C,7H,2H,1,0,9S,2S,10C,10S,5C,1,0,10D,QS,2D,QH,JC,1,0
AH,3C,7H,5S,KC,10S,0,0,6H,2C,4C,10D,5D,0,1,6C,JH,QD,7C,JD,1,0,8D,10C,7S,8S,7D,2,0,8H,JS,10H,6D,QS,0,0,6S,JC,KD,8C,KS,0,0
6H,AH,7H,3D,AC,10S,1,0,7D,8C,JH,4C,KH,0,0,JC,10C,2S,QC,8D,0,0,9D,JS,2D,3C,8S,0,0,3S,AD,4D,QS,KD,0,0,5D,5C,JD,7C,6D,1,1
9H,KD,JS,2S,2D,AD,1,0,4H,2C,KS,4S,KC,1,0,QH,9D,JH,6C,10S,0,0,AC,8C,8S,7H,3H,1,1,5S,JC,QS,6D,3C,0,0,2H,4D,3S,JD,QC,0,0
AS,JS,JD,5H,8H,8D,2,0,5C,JH,2D,10D,6C,0,0,2C,3H,AC,3S,2H,2,0,7D,5D,2S,7H,KD,1,0,10S,10C,8S,9C,6H,1,0,10H,KC,KS,JC,8C,0,1
KC,KD,7C,3C,10C,5S,0,0,9D,4H,QC,2S,2C,1,0,7S,6C,8S,7H,6S,2,0,KS,3H,JS,3S,7D,1,0,2D,3D,JH,QD,AD,0,0,4C,6D,JC,10D,4S,1,1
QS,7C,JC,7D,KC,3H,1,0,9D,JD,2S,8C,4C,0,0,3D,QH,3C,AC,8H,1,0,6H,7S,4D,KH,6D,1,0,6S,10D,8D,9H,6C,1,0,QD,KS,9S,JH,JS,1,1
JH,6S,AH,3S,7H,6H,1,0,AD,KD,10H,4C,7S,0,0,6D,KS,7C,5H,5S,1,1,8D,QD,9D,2D,QS,1,0,2H,4S,5D,8C,3H,0,0,9C,JD,7D,10D,8H,0,0
3S,2D,QH,5D,JH,10C,0,0,9C,4C,4D,10D,6S,1,0,8H,5H,6H,AS,6D,1,1,JD,8S,8C,KC,QS,1,0,2S,KD,7C,KS,7S,1,0,4S,5S,AC,7H,7D,1,0
6D,QH,JD,7D,6H,3S,1,0,3C,9S,10D,5D,QD,0,1,4D,9H,5S,8D,AS,0,0,2C,10S,7H,KS,JC,0,0,5H,8H,6S,AC,6C,1,0,AH,8S,4S,2H,3D,0,0
KS,KD,8C,6H,AS,4S,0,1,2D,JD,8D,JH,QS,1,0,KH,9D,QD,2S,6C,0,0,QH,7D,5H,9C,6S,0,0,10H,5C,3S,AH,7C,0,0,3C,8H,9S,AC,JS,0,0
4C,6H,8D,10H,QH,4D,1,0,7D,9D,2H,6C,4H,0,0,JS,AH,QC,8H,AD,1,0,6D,7H,9S,QD,KC,0,0,10D,8C,9C,3S,2D,0,0,QS,4S,8S,KH,JD,0,1
5D,QS,3C,6C,JH,9D,0,0,AS,QH,4H,4C,10H,1,0,10S,7H,8C,JC,KH,0,0,5H,JD,7C,6D,2H,0,0,QD,9C,KS,7S,5S,0,1,2C,4D,KC,6H,3D,0,0
8D,AD,10S,9C,6D,JH,0,0,3D,4C,3C,7H,QD,1,0,6S,2H,5H,KD,AH,0,0,JS,AS,JD,4S,AC,2,0,3S,4D,7S,5D,9D,0,0,KC,8S,7C,KH,10H,0,1
3D,4D,7D,4C,5S,9H,1,0,JD,QH,6S,2H,AH,0,0,AD,KH,3H,2D,3C,1,0,10H,5H,9D,4S,10D,1,1,JC,7S,8C,AC,QS,0,0,3S,6C,7H,5D,9C,0,0
8H,4H,JS,6D,10S,9C,0,0,JH,5S,AH,5H,KD,1,0,AS,4S,3H,10H,3C,1,1,QD,6C,AC,QS,2C,1,0,6S,7C,KH,7S,10C,1,0,7H,KC,9S,5C,3D,0,0
QS,8H,6D,3H,7C,KD,0,0,5C,7D,6S,3C,KS,0,0,QH,4C,AC,9C,9D,1,0,2H,3S,10D,7S,JC,0,0,JS,5D,KC,4D,3D,0,0,8S,QC,AH,6H,2D,0,1
KS,5H,QC,3S,8D,JH,0,1,7C,KH,4C,6C,10D,0,0,8H,9H,AH,AS,4S,1,0,2H,KD,9D,6S,4H,0,0,QH,10H,QS,JS,2D,1,0,JD,3D,AC,3C,8C,1,0
3D,2D,6D,2C,8H,QS,1,0,4C,4H,JS,JD,7S,2,0,2S,QC,9C,7H,3H,0,0,5D,6S,QH,KD,9D,0,0,KH,4D,JH,8S,JC,1,0,7D,5H,9S,AC,4S,0,1
4S,10S,7C,9C,3S,AC,0,1,8H,2S,10H,4D,QD,0,0,6D,QH,JC,3C,QC,1,0,3H,5D,QS,7S,9D,0,0,5S,5C,6S,KS,5H,1,0,7H,AD,3D,KC,2C,0,0
AD,7D,KD,QH,4H,7H,1,1,JS,8S,3D,8C,5D,1,0,8D,QS,2H,JD,9H,0,0,KS,QD,2S,7C,AC,0,0,2D,JC,5C,AH,4C,0,0,8H,10H,3S,QC,KC,0,0
4S,2S,6S,2C,QS,8S,1,0,7D,JH,4H,5D,JD,1,0,6C,5C,6H,10D,7S,1,0,JC,AS,2H,2D,8H,1,1,4D,KC,8D,10C,3C,0,0,3H,9C,10S,5S,3D,1,0
AC,JD,JC,5H,9D,2D,1,0,2S,QC,9C,QD,AH,1,0,6H,KC,JS,3S,10H,0,1,KS,KD,KH,7D,4C,0,0,9H,4H,5D,7S,JH,0,0,4D,3D,8C,6C,3C,1,0
KD,4H,QD,6D,10C,6C,1,0,5C,AD,4C,3H,7S,0,0,4S,2S,10S,5D,AS,0,0,AC,8H,3C,JS,9H,0,0,6S,4D,KS,8S,JH,0,1,8D,5S,2C,2D,AH,1,0
AC,3C,3D,QS,JC,2D,1,1,3H,7C,4S,2H,KS,0,0,KC,4H,7S,QC,AD,0,0,7H,JD,KD,9H,QH,0,0,9D,10H,7D,JH,JS,1,0,QD,5C,4D,6D,5H,1,0
JC,2D,5S,JS,6C,3C,1,0,KS,4D,2C,5D,AD,0,1,8C,4H,10H,8S,9S,1,0,3D,QS,9D,6H,2S,0,0,QD,3S,6S,8D,9C,0,0,10C,10D,JH,4S,KH,1,0
3H,7C,6H,4H,AH,6S,1,0,JH,2C,2D,4D,4C,2,0,8C,5D,2H,KS,AD,0,0,8H,KD,6C,QC,JD,0,1,7H,7D,JC,AC,5C,1,0,9S,QS,6D,10S,8S,0,0
10S,8C,6H,KC,7H,3D,0,0,AS,2D,10C,JS,2S,1,0,7S,3S,JC,8H,3H,1,0,3C,6S,8D,9S,9D,1,0,5D,KS,7C,QS,QC,1,0,9C,8S,KD,9H,6C,1,1
3C,10H,QS,QD,3D,8D,2,0,AS,6H,3S,JH,4S,0,0,QC,9H,AD,6D,7D,0,1,6C,6S,9S,KH,7C,1,0,9C,9D,10C,5H,2S,1,0,10S,AH,JD,8C,KS,0,0
AS,AC,8S,8C,4H,JS,2,0,6H,10D,9D,AD,10H,1,0,7H,2H,QH,4D,JD,0,1,9H,3C,5S,6C,7S,0,0,9C,6D,3H,JH,7D,0,0,7C,6S,10S,KH,9S,0,0
8H,3H,KS,7D,5C,4D,0,0,7S,3D,AC,2S,QS,0,0,6C,4H,AH,5S,10D,0,1,6S,9H,3C,2C,QH,0,0,5H,JS,9C,3S,8S,0,0,10S,KD,9D,2D,JH,0,0
QD,8D,AH,4C,JD,9H,0,0,2H,9S,2C,8S,JH,1,0,QS,10D,3S,QC,JC,1,0,10H,KH,2D,JS,QH,0,0,5D,6H,9C,KD,2S,0,0,8C,AC,9D,5H,3C,0,1
7S,10S,QC,JH,2S,AD,0,0,3S,8S,10C,5C,6S,0,0,7D,4C,QH,2H,KD,0,0,3D,2C,9H,8C,JS,0,1,4D,10D,6C,KS,JC,0,0,8D,AH,9D,QS,9C,1,0
AC,4H,KC,7S,6C,QC,0,0,AD,QH,6D,JD,5D,0,1,4C,8H,2C,10S,4S,1,0,7H,6H,7C,KS,3D,1,0,2H,8C,9D,AH,10C,0,0,5S,10H,QS,3S,5H,1,0
8H,6H,8S,9S,6C,AC,2,0,AD,10H,10S,JC,KC,1,0,2H,2S,JS,AH,JH,2,1,5D,3H,JD,7C,AS,0,0,9D,5S,4C,10D,4S,1,0,7H,8D,QH,8C,9C,1,0
