Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
5D,AC,3D,AS,2H,8D,1,0,5H,KH,8H,8S,6D,1,0,AD,9D,9H,6S,AH,2,1,10S,3C,5S,JD,7D,0,0,4S,7H,3H,6C,8C,0,0,2C,JH,QS,9S,5C,0,0
JD,7S,4H,AC,6S,AD,1,0,10H,7C,5H,2H,6H,0,0,6D,8S,3H,AH,7D,0,0,7H,6C,8H,5C,9H,0,0,4S,QS,AS,KS,9D,0,0,QD,10S,10D,8C,10C,1,1
JC,8H,AH,9S,7C,6C,0,0,QS,7D,7H,5C,AS,1,1,5S,KS,10S,JD,KC,0,0,QH,QD,5D,2S,8S,1,0,9H,8C,7S,KH,4D,0,0,3H,10H,10C,3D,4S,2,0
KD,10D,3D,3C,JH,5H,1,0,9S,KH,4C,QC,KS,0,1,2D,6C,4D,QD,7H,0,0,6H,2H,JC,4H,3H,0,0,4S,6D,6S,5D,8D,1,0,3S,QS,KC,9C,8S,0,0
3C,AS,6C,7H,KH,8D,0,0,10D,KC,QH,QS,9S,1,0,AD,2H,KD,7C,QC,0,0,9H,QD,AC,9D,2C,1,0,8S,4D,7S,3S,2S,0,0,4H,8H,6H,6D,5H,1,1
3S,3C,8H,JD,AD,7H,1,0,7S,6H,6C,9C,4D,1,1,7C,2D,9D,4S,KH,0,0,5S,KD,JH,2H,10D,0,0,3H,2C,9S,9H,5H,1,0,4C,KC,5C,5D,3D,1,0
6S,6H,5S,AH,10C,3C,1,0,2D,10S,JD,JS,2C,2,1,9C,JH,9S,3S,AD,1,0,QD,9D,4C,5D,7D,0,0,2S,AC,QC,8C,KH,0,0,KD,8S,4D,QS,5C,0,0
6H,4C,5S,7C,2H,3C,0,0,QC,5D,6C,8S,9H,0,0,10C,QH,7H,6D,7D,1,0,2D,4H,6S,2S,9D,1,0,9C,8H,10S,JH,JC,1,0,3D,5C,10D,9S,3S,1,1
2C,7C,5H,QH,8D,9C,0,0,10C,9H,AS,2H,6H,0,0,AD,AH,9D,3D,JS,1,0,6C,10H,4D,4C,5S,1,0,QC,2D,KD,2S,KC,1,1,QD,4H,JD,3S,5C,0,0
2C,6H,KS,KH,4S,8H,0,0,4D,6S,3H,2H,5H,0,0,10S,10C,10H,2D,JC,1,0,JS,5D,8C,8S,10D,1,1,6D,9C,QC,3D,4H,0,0,2S,AC,JD,AD,4C,1,0
QS,QD,10C,4D,5D,JC,1,0,10S,9D,2C,KH,5H,0,0,JD,3H,10H,9H,6H,0,1,AC,7S,10D,8H,4S,0,0,9C,8C,8S,7D,4C,1,0,2S,5S,6C,QH,JS,0,0
JH,9C,10H,5S,9D,9S,1,0,6S,6C,5D,QD,QS,2,0,2S,4S,AC,JS,QC,0,0,9H,AD,KC,3C,10D,0,1,4H,10S,7S,JD,AS,0,0,7H,5C,8S,3H,7D,1,0
10H,4H,2H,JH,7D,KC,0,0,4D,QD,7S,8D,6H,0,0,6D,10C,8H,5S,QC,0,0,9D,2C,5C,4C,8C,0,0,10D,10S,JC,6S,9C,1,1,8S,AD,7H,AH,QS,1,0
7C,10D,10H,KH,AD,10S,1,0,8D,8H,9H,KD,QD,1,1,AH,JS,3S,AC,3C,2,0,6D,KC,4H,KS,QH,0,0,5C,7S,6C,QC,2H,0,0,7H,JH,6S,9C,2D,0,0
5S,8H,7D,6H,4C,9C,0,0,KC,8S,5D,10D,10H,1,1,KH,2H,6C,2S,7C,1,0,JH,4S,KD,QC,3S,0,0,JD,9H,3D,QD,8C,0,0,3C,AC,10C,5C,9S,0,0
9D,6H,2D,3D,9S,8H,1,0,QC,4H,QS,KD,AD,1,1,7H,9H,7D,AH,5D,1,0,4S,5H,3C,JH,KC,0,0,6D,10C,7C,QH,QD,1,0,JD,8D,KS,2H,5C,0,0
10H,4D,JD,6C,4C,7C,1,0,8C,QS,6D,JH,AH,0,0,8D,JS,KD,QH,8S,1,0,6H,9S,KH,8H,10C,0,0,2D,5H,4H,10D,AD,0,0,AC,5C,5S,3D,KC,1,1
8S,2H,2D,10S,8H,7C,2,1,5C,QD,AS,6H,KD,0,0,JS,4D,9C,4C,4S,1,0,JC,6C,3C,QH,AC,0,0,KC,AH,QS,QC,10H,1,0,6D,10D,4H,7H,AD,0,0
AC,5D,2D,AH,5C,9H,2,0,3C,10D,QH,JH,KS,0,0,10S,8H,4H,3D,2S,0,0,6C,KC,8C,9S,7C,0,0,KD,9D,AD,JD,6H,0,1,6D,4D,QD,JS,10H,0,0
2C,3D,8H,4C,JD,7D,0,1,KH,4D,5H,AD,QD,0,0,10H,9D,QH,3H,4S,0,0,6H,AS,AH,8C,5S,1,0,7H,KC,7C,6S,10C,1,0,10D,2H,8D,6C,7S,0,0
AS,8H,AD,6C,2C,AC,1,0,8C,KC,JC,7S,6H,0,0,6S,QH,KD,QC,9H,1,0,2H,6D,5S,8D,5C,1,0,JS,JH,9S,9C,10C,2,1,2D,KS,10D,3D,7C,0,0
4D,3D,7D,10S,8D,8C,1,0,10C,QC,3S,JC,JS,1,0,2D,7S,5C,7C,2H,2,1,10H,KD,9H,AH,2S,0,0,10D,AD,8S,AS,9S,1,0,5S,3C,JH,4S,4C,1,0
5C,QD,10S,KS,4C,JS,0,1,KC,QC,4H,5H,6S,0,0,10C,AC,2D,2S,9S,1,0,6H,2C,5S,4D,QH,0,0,2H,4S,7C,9H,AD,0,0,8S,8C,8H,7S,AH,1,0
KC,8H,7S,5H,8C,4H,1,0,4C,2D,9D,10C,9S,1,0,QD,9C,AS,JC,5C,0,0,KH,4D,9H,8S,2S,0,0,5D,6H,7C,2H,4S,0,0,10H,AH,JH,3S,AC,1,1
KS,8S,2S,JD,4D,KD,0,0,AD,9D,AC,6S,9C,2,1,QH,2C,3C,6C,KH,0,0,3S,7S,5S,7D,5D,2,0,8C,AS,3D,4C,10C,0,0,8D,QD,AH,JH,2D,0,0
5D,7C,5H,QH,QS,10C,2,0,2H,9H,10S,4H,2S,1,0,9C,JS,6D,4S,KH,0,0,3S,KS,6H,7S,6S,1,1,10D,AC,10H,9D,8D,1,0,6C,4D,8C,9S,2C,0,0
3S,10D,3C,6H,8D,2S,1,1,2D,JD,4H,5D,2C,1,0,2H,7C,AS,5S,10H,0,0,AD,7H,KS,KD,JH,0,0,8S,5H,6C,QC,10C,0,0,QD,9D,QH,KH,3H,1,0
9H,2H,6S,2S,10C,5C,1,1,4D,8H,AH,8D,7D,1,0,AD,QC,5H,4H,8S,0,0,KS,4S,KC,7C,QS,0,0,10S,9C,JC,4C,6C,0,0,10D,6H,3D,9D,7H,0,0
9S,2S,7C,8H,4D,2D,1,0,9D,AS,KC,JS,8S,0,1,JD,5C,QD,AH,3S,0,0,4S,7H,AD,QH,2C,0,0,2H,5H,10S,3C,6H,0,0,6S,3D,KD,5D,4C,0,0
KC,5D,9D,4S,7H,JS,0,0,3D,10D,AD,8H,6C,0,0,10H,9H,JH,QC,QD,1,0,QS,2S,8D,QH,3C,1,0,AH,10C,5S,2D,8C,0,0,4C,4D,10S,9S,6D,1,1
10D,8H,9S,KD,JC,3H,0,0,7C,6S,8D,AD,9H,0,1,KH,5H,3S,6C,7S,0,0,2D,4H,QD,6H,8S,0,0,2H,4D,AC,QS,6D,0,0,QH,2C,AS,JD,4C,0,0
JD,KD,JH,5S,9D,KH,1,0,10D,9C,JS,3H,7C,0,0,5C,QS,6C,7D,AC,0,0,6H,8C,2C,9H,JC,0,0,2D,10C,4H,2H,10H,2,1,QD,2S,8H,AD,4C,0,0
7C,QD,2C,4S,7H,8D,1,0,JC,5C,JD,7D,9H,1,1,7S,8H,AD,6D,QC,0,0,9C,2S,JH,10C,5S,0,0,8S,2D,9D,5H,4C,0,0,QH,KH,AH,JS,9S,0,0
10C,6H,4D,7S,JD,2C,0,0,7H,9S,2S,QS,JH,0,0,4S,10D,AC,3C,JS,0,1,5H,QH,6S,2D,5S,1,0,8S,QC,AS,5D,3H,0,0,7D,6C,8C,9C,JC,0,0
