Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
KC,4C,7H,7S,KS,AS,1,0,3H,9H,8H,10C,6C,0,1,5C,8C,3S,3C,QC,1,0,2H,JC,7D,KH,AH,0,0,5H,6S,KD,QH,10H,0,0,JH,10S,4H,5S,8S,0,0
QD,6C,7S,5S,5C,10D,1,0,KD,JH,4S,5H,JS,1,0,7H,8H,8C,6H,KH,1,0,3H,9H,6S,2D,5D,0,0,8S,2S,KC,JD,3D,0,1,AH,10H,AC,KS,3S,1,0
3S,QS,KD,7S,JS,8H,0,0,KH,JD,AC,AS,5H,1,0,KC,3H,7H,8S,4C,0,1,10D,5C,2H,QC,4S,0,0,6S,5D,KS,9C,AH,0,0,10S,5S,6C,AD,4H,0,0
8C,2D,6C,4D,10H,2H,1,0,JS,7D,4S,9H,10C,0,0,AC,9D,2S,8H,QH,0,0,7C,5C,JH,KD,9C,0,0,4H,10D,KC,AH,8S,0,0,JD,QS,QC,7S,3D,1,1
4C,3H,8H,7H,QH,4S,1,0,9C,6H,QC,AH,9S,1,0,JC,7S,10S,KH,3D,0,0,3S,KD,2D,AC,9D,0,0,5D,10C,5S,10H,KC,2,1,4D,KS,6C,5C,2S,0,0
AC,10D,10H,9C,4H,5D,1,0,7S,9H,9S,3S,5S,1,1,2C,4S,5C,6D,6H,1,0,7D,KD,KH,8D,QD,0,0,QH,5H,JH,KS,8C,0,0,4C,AS,6S,7H,4D,1,0
10C,2S,2D,9S,8H,QH,1,0,3H,7C,7S,6D,6H,2,1,KS,10S,8D,7D,KC,0,0,5D,KH,4H,9H,AD,0,0,9C,3D,5H,AC,4D,0,0,KD,2C,QD,4C,JH,0,0
8C,5C,KS,6D,2C,3D,0,0,AD,9H,7C,4S,2D,0,0,5S,6C,QD,7S,8D,0,0,KH,10C,JH,10S,4H,1,0,QC,5D,6S,5H,10D,1,0,3S,4C,KD,9C,2S,0,1
AH,8H,AD,QS,9H,3D,1,0,6C,9D,8C,2H,9C,1,0,8S,7D,9S,QC,QH,1,0,QD,7C,4D,JS,5S,0,0,2C,3S,4S,10C,JC,0,1,6H,2S,7S,4H,KC,0,0
10S,2C,QH,8H,9C,KH,0,0,4D,2D,8C,4S,AC,1,0,KD,QD,AS,5S,9D,0,0,9S,8S,5D,10D,2S,0,0,5H,6S,QC,JD,3D,0,0,QS,JC,AH,KC,3H,0,1
10C,AH,KS,3C,5D,3D,1,1,7S,9D,7H,AS,10D,1,0,AD,3H,6D,QH,AC,1,0,JD,8S,4C,2S,8D,1,0,JC,5H,7D,10H,9C,0,0,8C,KH,QS,QD,9H,1,0
9H,5H,KH,7D,JC,JH,1,1,2C,QH,6H,2S,9C,1,0,QC,3C,8C,5C,5S,1,0,8H,5D,KC,JS,AC,0,0,6C,3S,6D,AS,9S,1,0,9D,4C,QS,JD,3D,0,0
6H,KS,4H,KH,4D,10S,1,0,10H,KD,9S,6S,3C,0,0,AS,8S,3S,AD,3H,2,0,10C,JD,AC,QS,7C,0,0,5D,3D,9D,7D,QC,0,0,6D,5H,6C,5C,2C,2,1
AD,QH,AS,4S,5D,8D,1,1,7S,9D,8H,8C,KD,1,0,8S,JH,6D,7C,KS,0,0,9S,6H,KC,7D,2S,0,0,7H,10D,2H,JC,3C,0,0,JS,2D,3S,JD,6C,1,0
5C,7D,2D,7S,QC,7C,1,0,9S,4C,5D,3C,3H,1,0,4D,7H,JH,6D,4S,1,0,AS,6H,KH,4H,5S,0,1,AH,KS,KC,3D,9H,0,0,10D,2H,2C,KD,JS,1,0
10H,KC,QH,5D,3S,8D,0,0,4S,5H,4D,5S,QS,2,0,3H,7S,6D,10C,8H,0,0,JD,6H,9H,JH,7C,1,0,2H,KD,10S,8C,2D,1,0,AH,3D,8S,3C,JC,1,1
QH,JH,KC,10C,KD,8H,0,0,10H,KS,4S,2D,QC,0,0,3S,JC,4C,3D,7H,1,0,QD,9S,9D,3C,10S,1,0,2C,6C,2H,AS,5C,1,1,7S,AD,4H,4D,5S,1,0
7D,AS,QS,KS,8S,KD,0,1,6D,JS,9D,JH,9C,2,0,10H,QC,9S,JC,5C,0,0,4C,5S,3D,10D,2S,0,0,7S,4S,QD,10C,3C,0,0,4H,6S,9H,2H,7C,0,0
QH,8D,AS,6C,3H,KD,0,0,6D,6H,JH,3C,2H,1,0,QS,5H,8C,3D,QC,1,0,AC,2D,4D,10S,KC,0,0,9H,10D,QD,9D,7C,1,1,8H,7H,AH,JD,10C,0,0
AD,8S,JD,8H,AS,2S,2,0,9H,QC,10D,5H,3H,0,0,9C,QS,8C,2C,10H,0,0,9D,3D,7D,QD,AC,0,1,5S,6C,5D,JS,JC,2,0,7H,5C,KD,3C,3S,1,0
JS,6D,KH,7C,2H,8S,0,0,QH,3S,8D,AD,5D,0,0,2C,JC,7D,9C,4S,0,1,10D,KC,7S,9D,10C,1,0,2S,5S,7H,10S,6S,0,0,KS,JD,5H,8H,AC,0,0
JH,10C,KH,2S,6H,6D,1,1,QS,9H,3D,9C,2H,1,0,JC,6C,4C,2D,7H,0,0,5D,5H,9S,8S,2C,1,0,6S,AS,KC,JD,5C,0,0,3C,AH,7S,7D,8C,1,0
8H,KC,KD,JH,AS,QH,0,1,7C,3C,JC,4S,3H,1,0,5C,8C,6H,10C,KH,0,0,5D,JS,5S,3D,6D,1,0,10H,8D,4H,AH,3S,0,0,7D,9S,9D,6C,QS,1,0
7H,JS,8D,9H,7D,4D,1,0,KC,2C,4H,5D,8H,0,0,6C,8S,AC,9S,KD,0,0,3H,6S,2S,2H,4C,1,0,QC,7S,AD,9D,2D,0,1,10H,7C,JH,3C,KH,0,0
9S,AC,4C,3H,6D,3D,1,0,KS,2D,3S,4D,JS,0,0,8C,10C,9H,QC,5D,0,0,QH,AD,JC,7D,7S,1,0,8H,9D,QD,5C,7C,0,0,KH,6C,5H,4S,3C,0,1
QD,2C,QS,KC,7H,7S,2,1,2H,8C,JC,KH,9H,0,0,3S,KS,AC,AH,5H,1,0,5C,4S,9D,2D,JS,0,0,9S,4C,4D,10D,7C,1,0,AD,6S,QC,3D,3H,1,0
8S,6C,3H,2S,AS,5H,0,0,8C,AC,5C,8D,QH,1,1,QD,9C,3C,9D,JD,1,0,2C,KS,4C,4S,8H,1,0,KC,10D,KH,7D,9H,0,0,10H,9S,QS,3S,3D,1,0
4C,6C,JS,9S,2S,AS,0,0,3D,2C,QS,3C,8H,1,0,7C,10D,KC,2H,7H,1,0,2D,5S,QC,3H,3S,1,0,6D,8D,8C,KS,QD,1,1,7D,9H,10C,4H,6H,0,0
4S,AH,5H,AD,KS,3S,1,0,7D,7S,JD,JC,JH,2,0,JS,KH,4D,2H,8H,0,0,10S,10H,9S,9D,KC,2,0,9H,5D,4H,2S,2D,1,1,6D,QS,3D,AC,5C,0,0
2H,5C,6C,8D,QS,2D,1,1,9D,2S,AD,5S,9H,1,0,KH,QC,JS,6S,5D,0,0,9C,4H,QH,2C,KC,0,0,QD,JC,8C,3H,KD,0,0,10D,10H,10S,AS,10C,2,0
8S,QC,9H,JH,9S,5S,1,0,7S,2H,KD,8C,7H,1,0,9C,5D,2D,JC,AC,0,1,QS,AS,6S,10D,2S,0,0,AH,8D,2C,QD,8H,1,0,3S,QH,KS,6D,JS,0,0
7H,3D,JD,10D,KS,10C,1,0,5H,7C,KC,10S,3H,0,0,5C,4C,6S,KD,KH,0,0,4D,8C,8D,JS,8S,1,1,2D,JH,JC,9C,9S,2,0,10H,9H,4S,AS,2H,0,0
10C,7C,JC,6C,KC,10D,1,0,6S,3D,9C,4C,AH,0,0,4H,2C,3S,6H,KD,0,0,7D,5H,JS,5S,QC,1,0,AD,2S,QD,QH,10H,1,1,4D,AS,9D,QS,4S,1,0
AH,KS,4S,4H,6C,7D,1,0,AC,4D,JH,4C,8C,1,1,QH,2H,9D,AD,8S,0,0,9S,8D,6S,9C,9H,1,0,7C,QD,5S,10H,AS,0,0,3C,2C,10D,JS,10S,1,0
8C,7D,8D,4C,6S,QH,1,0,5H,JC,KS,3C,JH,1,0,JD,9D,7S,AD,10H,0,0,QC,3S,3H,KH,AC,1,0,8S,JS,9S,5D,6D,0,1,10D,2S,AH,8H,QD,0,0
2D,AS,2H,KH,6H,5C,1,0,JD,8H,3D,QS,KD,0,0,3S,6S,6D,9H,10C,1,1,QD,4D,9S,AD,5D,0,0,7H,9C,8S,5S,AH,0,0,9D,JH,3H,8D,6C,0,0
6H,2S,8D,4H,9S,6S,1,0,3H,5C,6D,2H,10S,0,0,8S,8H,3D,7S,QD,1,1,AD,9H,7D,JC,10C,0,0,KC,9C,QC,9D,AH,1,0,JS,6C,QS,10D,2D,0,0
JS,7D,9C,JH,10H,AC,1,0,QC,5S,QD,7H,7C,2,0,4C,2H,AS,10S,8S,0,0,3D,9H,3C,10D,5C,1,0,3H,10C,6C,7S,5H,0,0,KC,KD,AH,AD,4H,1,1
KD,3S,8S,5D,6C,6H,1,1,KS,7S,9S,3C,10C,0,0,4C,10D,AS,QH,5H,0,0,AC,9H,6S,QC,9C,1,0,6D,2H,4H,JH,3D,0,0,4S,9D,AD,7C,5C,0,0
10C,KC,10H,AS,4S,5H,1,0,7C,3C,2H,3H,JC,1,0,2D,6S,AH,JD,10S,0,0,3S,QS,KH,JH,8D,0,0,KS,5C,2S,9H,7S,0,0,3D,9C,JS,QC,4C,0,1
KD,AS,AD,JC,3S,KC,1,0,7H,KH,2S,2C,6H,1,0,AC,9C,2H,5C,5D,1,0,8D,7D,7S,5S,8H,2,1,3D,9D,5H,10C,4D,0,0,JH,4S,QC,10H,9S,0,0
7S,2S,JS,QS,6S,4D,0,0,7H,9H,5C,4S,KD,0,0,4C,JH,QD,6D,10C,0,0,10S,JC,AH,3C,8C,0,0,5H,3D,8D,4H,5S,1,1,9S,6C,KC,6H,2C,1,0
9C,AS,7D,AD,9D,9H,2,1,4H,10D,2S,QD,3H,0,0,6S,7C,AH,8D,QC,0,0,QS,7S,KS,6H,2H,0,0,4D,3C,3D,5H,6D,1,0,KH,7H,5D,10H,10S,1,0
JS,10C,6C,JH,AS,KS,1,0,5S,10S,KD,7S,10D,1,0,8H,5D,6D,4S,7H,0,0,3D,2H,QS,3S,2D,2,1,7D,9C,6S,2S,7C,1,0,10H,4C,KH,AH,QH,0,0
JD,7C,4S,5S,JC,KH,1,0,10S,5H,AS,10H,10D,1,1,JH,7S,3D,6D,9C,0,0,5D,4D,8C,KC,2C,0,0,5C,9H,9D,QC,7D,1,0,QH,AH,3S,2D,6S,0,0
10D,KD,KS,7D,9H,5D,0,1,JH,8D,9S,AS,5H,0,0,9D,3C,8S,7C,KC,0,0,4H,5C,4S,4C,QD,1,0,6D,7H,AH,2D,8C,0,0,JS,7S,3S,5S,2H,0,0
6H,4D,3S,7H,KS,4S,1,1,8S,AH,8D,2C,10D,1,0,7C,5C,3D,QH,AD,0,0,KC,2H,JD,QC,AS,0,0,5S,8C,10H,JS,5D,1,0,AC,QS,4H,9H,9S,1,0
9S,4H,QS,3S,3C,2D,1,0,7C,AS,8C,4D,QH,0,0,6H,10D,KC,6D,2C,1,1,8H,QC,3H,5C,QD,1,0,2H,3D,KD,9D,10H,0,0,10C,10S,5D,9H,4C,1,0
QS,5H,9D,AC,3D,3C,1,0,2S,5D,6H,3S,6D,1,0,8H,KH,7C,JH,4C,0,0,2H,9C,5C,4S,6S,0,0,JC,2C,QC,KD,7S,0,1,2D,JS,8D,4D,6C,0,0
QS,5H,2D,AS,7C,8S,0,0,10S,9S,6H,4S,5C,0,0,JD,8D,2C,10D,7D,0,0,3C,JS,AC,JH,6S,1,0,4D,3D,7H,4H,JC,1,0,AH,5D,7S,KH,KC,0,1
8D,8C,9S,7H,JH,2C,1,0,7S,4S,QS,3H,2H,0,0,9C,7C,8S,6D,KD,0,0,7D,AD,10S,5C,QD,0,1,9H,AC,10D,2S,6H,0,0,6C,4C,9D,QC,JD,0,0
QS,10H,5C,9H,KH,7D,0,0,JS,3C,2S,3D,7H,1,1,7S,5S,KS,8C,6S,0,0,10S,KD,JD,2H,8D,0,0,AS,8S,9C,8H,4H,1,0,4C,QH,QD,5D,4S,2,0
5D,9C,JH,KC,7S,10S,0,0,4C,4D,5H,KH,KD,1,1,AS,JS,3S,9S,JC,1,0,3C,6H,KS,AH,QS,0,0,9D,10C,2D,5S,3D,0,0,2C,8S,9H,7C,6D,0,0
10H,KD,4H,9D,6C,10S,1,0,9H,4D,JS,3C,6H,0,0,8S,3D,JH,7C,AD,0,0,QS,8D,9C,4S,2C,0,1,8C,5S,6D,JC,2S,0,0,7H,5C,QH,2D,3H,0,0
JD,4H,4C,8H,6S,10H,1,0,4S,AS,5C,4D,3H,1,0,10S,9C,JH,3D,KH,0,0,8D,9H,8C,6C,2H,1,1,9D,10C,JS,QS,5H,0,0,3S,6D,8S,AD,10D,0,0
QH,QC,JC,AS,2S,QD,1,0,8S,KD,3C,5C,10S,0,1,QS,9C,10C,3S,AD,0,0,2H,8D,10H,9H,10D,1,0,4D,7C,2C,4H,5S,1,0,KS,JS,4C,3D,6C,0,0
9D,3S,JC,5C,2S,3D,1,0,JS,10S,9S,AH,QS,0,0,4S,9H,9C,8D,7C,1,1,2C,AC,5H,6C,KD,0,0,3C,4H,8H,KH,QD,0,0,6H,AD,8C,KS,QH,0,0
3D,8D,3S,10S,9H,6C,1,0,6S,4C,KS,KC,AD,0,0,9C,AH,6H,4H,2D,0,0,5C,6D,JH,3C,9S,0,0,7C,7H,3H,8C,7D,1,0,4S,4D,9D,2C,QD,1,1
10C,KH,3S,QS,8H,AH,0,0,7H,7D,4D,6C,3D,1,1,KS,10H,QH,3C,AC,0,0,6H,AS,9C,QD,10D,0,0,9D,6S,5D,8D,QC,0,0,JS,4S,9S,KD,3H,0,0
2C,QC,9D,6C,KD,QD,1,0,7S,10C,6D,6H,QH,1,0,5H,9H,7H,3C,7D,1,0,10D,4D,10H,3S,KS,1,0,8H,AS,6S,10S,AD,1,0,4C,4H,9C,JH,2H,1,1
QC,3H,10D,7H,KC,4S,0,0,KH,QD,6S,9S,KS,0,0,8S,9D,AH,7D,QS,0,0,3D,5C,2D,2S,8D,1,1,4D,3S,8C,6D,4H,1,0,3C,QH,6H,AS,9C,0,0
AC,7C,5H,AS,5D,10H,2,1,9S,AH,4C,QS,8C,0,0,4S,QH,JD,KH,6S,0,0,3H,KC,3D,10D,2D,1,0,9D,7S,7H,QC,KS,1,0,3C,6H,8D,4H,4D,1,0
8S,9C,6H,7D,5C,3D,0,0,9S,9D,3H,JS,10D,1,0,6C,KC,7S,QC,JH,0,1,7H,4D,AH,3C,JD,0,0,JC,AS,7C,QD,2D,0,0,2C,QS,8C,9H,8D,1,0
3D,9S,8C,9H,AC,10D,1,0,QD,KC,KH,JS,2D,0,0,9D,JC,7C,10C,6D,0,0,10H,2H,4H,AD,KS,0,0,5C,KD,AS,7S,8H,0,0,8S,JH,4S,3S,4C,1,1
QH,KS,2D,6S,AS,6C,1,0,4S,QC,KH,5C,6D,0,0,8H,3C,AD,9D,9H,1,0,10S,JH,7D,6H,KD,0,1,QD,AC,3S,3H,4D,1,0,5D,KC,5S,4H,8C,1,0
5H,3S,AC,10D,4S,2H,0,0,7S,6H,AH,10C,JC,0,0,3D,JH,5D,4H,4D,1,0,9D,10S,5S,JS,9S,1,0,4C,2C,2S,7C,AS,1,1,KS,QD,6D,KH,AD,0,0
4H,AC,8C,4S,KD,9C,1,0,6H,QS,JH,6D,KH,1,1,10H,10S,JD,10D,AD,1,0,4D,AS,KS,5D,9H,0,0,7S,KC,8D,QD,6S,0,0,3C,8H,10C,AH,2S,0,0
AH,AS,7H,AC,QD,4D,1,0,7C,AD,JD,7D,QS,1,1,8C,6C,10H,3D,KS,0,0,5C,3C,JH,KC,KD,0,0,2C,9D,6D,4S,3S,0,0,6S,7S,KH,8D,2D,0,0
KD,KS,8D,3C,9S,3S,1,0,4H,JC,7D,9D,2D,0,0,2H,5S,7S,5H,QD,1,1,4D,JH,2S,6C,5C,0,0,8H,3H,6S,7H,QS,0,0,AH,9C,AD,QC,6H,1,0
2S,9D,8H,4S,3C,6S,0,0,3H,2D,8C,6D,5C,0,0,5S,QS,6H,AS,2H,0,0,3S,9C,4D,9S,JS,1,0,10S,10D,7C,QH,KD,1,1,AC,KC,QD,10H,KH,0,0
9D,3S,7D,AH,8S,AD,1,0,4H,JC,5D,2D,5H,1,1,4S,QD,10H,3C,JS,0,0,9S,KC,8D,6H,6S,1,0,KH,2S,7H,4C,QC,0,0,AC,QH,5S,3H,6C,0,0
7S,8D,5D,8C,6S,8H,1,0,QS,JS,3C,4D,KD,0,0,AD,3D,4S,10S,9C,0,0,5S,8S,2H,JH,AC,0,0,4C,10H,KS,2D,AH,0,0,3H,6H,JC,JD,5C,1,1
3D,3H,10D,JD,10H,QH,2,0,AH,QC,2D,9S,8H,0,0,JS,JH,9C,8C,10C,1,0,6H,9H,7H,2C,JC,0,0,4D,4C,AS,6S,6C,2,1,3C,KC,QD,4H,KH,0,0
JH,AS,2C,QS,4D,9H,0,0,4C,QH,6C,9C,8S,0,0,5D,10S,3H,5H,3C,2,1,7S,JC,2H,QC,KS,0,0,7H,KH,JS,JD,4S,1,0,KD,2S,9D,5C,AC,0,0
8S,KD,AH,2C,AD,8C,2,1,KC,5D,AS,10S,3D,0,0,7D,3H,3S,5S,5C,2,0,9H,10C,JH,8H,2S,0,0,JC,8D,2H,4S,7S,0,0,6H,4D,5H,9C,6C,1,0
5H,5S,3C,QS,3D,8H,2,1,AD,KD,9H,JS,5C,0,0,4C,2C,10S,QH,6C,0,0,5D,9D,2D,KH,6D,0,0,6S,2S,AC,8D,9C,0,0,JD,3S,KC,8C,6H,0,0
5C,JH,2D,QH,9S,JD,1,0,10D,8H,QC,AD,QD,1,0,3C,2C,4S,KH,KS,0,0,2H,6H,3S,5S,6C,1,1,9H,5D,4D,6D,2S,0,0,10C,JS,4C,10S,3H,1,0
4H,2C,5H,9H,7S,4C,1,0,QS,KH,2S,7D,3C,0,0,JD,AD,QC,9D,4S,0,0,JH,4D,6C,3H,10C,0,1,9S,6S,7C,KS,6H,1,0,10D,8S,6D,2H,AC,0,0
7H,8C,9D,QH,8H,4D,1,1,AD,QC,JH,2D,8D,0,0,2C,3D,3S,JC,3C,1,0,10S,10H,5S,5C,7D,2,0,10C,KS,7S,4H,3H,0,0,AC,5H,9S,7C,6H,0,0
KS,2D,5C,5H,QC,2H,2,0,8S,QD,10H,AD,2C,0,0,3D,3C,5S,KH,AH,1,0,7C,8D,9D,8C,9S,2,0,9H,4S,7D,QS,3H,0,0,10S,JD,KC,JC,QH,1,1
8D,KS,7D,8H,JC,9H,1,0,10C,AH,4S,QS,4C,1,1,JS,9S,8C,3D,5D,0,0,5H,3C,JH,2C,5C,1,0,2H,8S,QH,6S,9C,0,0,QC,QD,AS,7S,KH,1,0
3C,10D,6C,KD,8S,4D,0,1,JS,2S,KC,5D,AH,0,0,AC,6H,3H,9D,QH,0,0,4H,3D,2D,10H,2C,1,0,3S,10S,QC,2H,4C,0,0,10C,8C,AD,9H,KH,0,0
AS,8S,KC,5D,2D,5H,1,1,10S,3H,2H,10D,KS,1,0,7H,3C,QC,9C,4D,0,0,JH,7S,8D,10H,9H,0,0,8H,QS,9D,9S,2C,1,0,7C,4H,5C,6S,3S,0,0
QC,KC,6C,5C,5S,JH,1,0,AC,10S,5H,8D,6H,0,0,4C,2H,KH,3C,JS,0,1,6D,9S,JC,3H,9H,1,0,10D,AD,7H,4S,KD,0,0,KS,4D,AS,6S,9C,0,0
AS,10D,5D,3D,9H,2S,0,0,AD,6S,7H,5C,6H,1,0,10S,AH,KH,KS,8D,0,1,3C,7C,AC,5S,JS,0,0,QS,QC,7D,4S,6C,1,0,9S,QD,KD,10C,QH,1,0
QH,QC,10C,AC,KS,4D,1,0,JC,2H,10H,6S,KH,0,0,3S,10S,9C,KD,4C,0,0,3H,9H,AD,2C,JD,0,0,3C,10D,6H,3D,8C,1,1,6D,4S,8S,6C,7D,1,0
3C,QC,9C,2C,6C,QH,1,0,KC,7S,6S,JD,2D,0,0,10C,7D,KH,5C,3S,0,0,6D,4D,AD,JC,6H,1,0,AS,8S,2S,8H,3D,1,0,10S,4S,9S,7C,9D,1,1
7D,5S,2C,5H,QC,2D,2,0,6H,8S,6S,KD,AH,1,0,AD,JC,9S,4C,QS,0,0,4D,KC,10C,7C,3H,0,1,4H,2H,3D,5D,AS,0,0,9C,AC,4S,10H,3C,0,0
3H,KD,8C,7C,6S,8H,1,0,3C,6C,8D,8S,6D,2,1,7D,4C,QD,AD,10D,0,0,5S,JD,2C,QS,2S,1,0,KS,QH,4H,JS,3D,0,0,9C,5D,AH,5C,KC,1,0
3H,9D,9C,AD,KC,KD,1,0,4C,2S,AC,10H,8H,0,0,4H,JS,9H,5S,AH,0,0,JH,3S,10S,QD,7D,0,0,5C,5D,4S,3D,2C,1,1,QC,10D,6D,8D,5H,0,0
KS,4D,5D,2C,9S,2D,1,0,AS,3H,KD,10S,10H,1,1,8H,JD,AD,9H,8S,1,0,4H,2H,AC,QD,7C,0,0,9C,KH,5H,AH,QH,0,0,3S,7D,10D,5S,2S,0,0
AC,4C,KD,JC,2H,AS,1,0,6D,8C,JH,KC,6S,1,1,2S,4H,8S,3D,4D,1,0,5C,KH,QC,8D,5H,1,0,QS,7D,2C,JS,KS,0,0,3S,5D,QD,9S,5S,1,0
3S,8D,JD,2H,2C,QH,1,0,7D,5D,7H,4S,6C,1,1,JC,9H,AC,KC,10D,0,0,9S,3H,AS,KS,JH,0,0,5H,AH,6H,8S,10H,0,0,QD,4D,AD,9C,QS,1,0
KD,9D,JS,10D,2C,7D,0,0,3H,2S,8S,9C,4C,0,1,5S,QD,7H,5C,6C,1,0,4S,8C,AD,10C,2D,0,0,8H,6H,AH,AC,7C,1,0,3S,8D,6D,7S,KC,0,0
3H,9D,10S,QC,2H,KC,0,0,10H,6D,7H,6S,JC,1,0,8C,2C,7S,3C,3D,1,0,8S,4D,QS,QH,AH,1,1,10D,KS,4C,7C,3S,0,0,KH,5C,9H,5D,9C,2,0
4S,JH,7S,8S,7D,2S,1,0,AH,6C,JS,3H,AS,1,0,6S,9S,5D,KC,8D,0,0,9D,2C,6D,5C,KD,0,0,10S,5H,AD,9H,JD,0,0,7H,2D,5S,7C,6H,1,1
KC,QC,10D,8H,8D,7S,1,0,6C,10H,AS,JS,QD,0,0,2C,KH,8S,3D,3H,1,0,JC,8C,AH,QH,3S,0,0,10S,4H,9D,6S,10C,1,0,6H,4S,4C,6D,JH,2,1
