Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
7D,2D,4H,5C,5S,3C,1,1,6S,JD,10S,7H,AH,0,0,JS,9D,QD,KC,3H,0,0,JC,8D,JH,10C,KD,1,0,9S,6H,4D,KS,3S,0,0,AC,8S,5D,6D,5H,1,0
5D,7H,7S,3S,9C,3C,2,0,2H,JS,6H,2C,10S,1,0,AS,9D,7C,QD,8D,0,0,QS,AD,4D,KS,AH,1,0,10C,KH,AC,4H,KC,0,1,2D,8S,6C,8C,5H,1,0
QS,9C,AD,5D,JC,6S,0,1,7H,JH,10H,2C,7S,1,0,AC,6D,3D,4D,KC,0,0,8C,8D,JS,7D,6H,1,0,10C,QD,3S,AH,8H,0,0,7C,4C,JD,8S,3C,0,0
7C,8C,5C,JS,10C,6S,0,0,JD,2C,QC,10H,JH,1,1,4S,6D,6C,3S,QH,1,0,AD,8S,5D,4H,JC,0,0,8D,KS,3D,4C,KH,0,0,2S,4D,9D,QD,10D,0,0
QC,5H,QH,2H,2D,10C,2,1,JH,QS,5C,7H,7S,1,0,8S,KD,8D,4D,9D,1,0,4S,7C,KH,6D,AC,0,0,2S,AS,8H,10S,KC,0,0,9S,8C,AH,QD,6C,0,0
5C,JD,6H,AD,8S,JC,1,0,5H,QS,9H,3D,10D,0,0,9D,KS,4H,2S,AH,0,0,KC,8C,7D,4D,KH,0,0,8H,JH,10S,2H,3S,0,0,3C,4S,8D,3H,AS,1,1
KH,9H,4H,10S,5D,QD,0,0,JD,7H,AS,AD,AC,1,1,7D,4C,2C,2H,AH,1,0,QS,3D,8C,10D,JH,0,0,KC,9C,4S,8H,6C,0,0,6S,3C,KD,QH,9S,0,0
3D,5H,3S,4S,AC,7C,1,0,5S,6H,4C,6C,3C,1,0,8C,7D,QH,8S,2H,1,0,7S,JH,JD,9D,AS,1,1,4D,KD,AH,2S,3H,0,0,KS,6D,2C,10D,10H,1,0
5D,4D,4C,AD,JH,2C,1,0,3C,6C,5C,5H,10S,1,0,2D,8H,QS,8D,7D,1,0,JC,9H,10D,10C,KC,1,1,JS,3S,4S,2H,6H,0,0,QC,KS,QH,AC,4H,1,0
5S,10D,3S,2S,2D,9S,1,1,KC,AS,7S,AC,6C,1,0,JS,4D,JC,3C,3D,2,0,KH,2H,KS,QC,4H,0,0,5C,6H,3H,9H,7D,0,0,2C,5H,6D,4C,JH,0,0
KH,9D,6H,AC,6D,JH,1,0,JD,QC,2D,3S,7H,0,1,KC,AD,KD,JS,7D,0,0,8C,5H,7C,KS,2H,0,0,8D,3C,JC,4S,10C,0,0,2C,3D,4D,5S,7S,0,0
7S,6D,10H,JS,8C,3S,0,0,JD,7D,6H,AS,9H,0,0,9S,4C,KD,10D,4S,1,0,5H,4H,2C,QS,5S,1,0,9C,AC,5C,JC,QH,0,0,7C,3H,7H,3D,6C,2,1
AS,7D,JS,AH,7C,7H,2,0,AD,JH,JD,3C,2D,1,0,4D,8H,6D,KH,10C,0,0,9S,8C,5S,9H,3H,1,1,KD,QC,6C,3D,4H,0,0,QH,6H,2S,KS,8S,0,0
JC,7H,10H,6H,3S,10C,1,0,QD,6D,3H,KD,4S,0,0,9C,8H,JS,7C,AS,0,1,8D,5H,10S,JH,5S,1,0,6S,8C,4H,3D,9S,0,0,10D,2S,5D,7D,8S,0,0
KD,5D,9D,4S,9H,5C,2,1,3S,3C,3H,8H,AD,1,0,2C,7S,7D,KH,6H,1,0,JC,AH,3D,JD,QS,1,0,10D,4D,QD,9S,2H,0,0,6C,AC,2S,QC,10H,0,0
5C,4D,JS,AC,2H,JH,1,1,10H,5D,KC,4S,QS,0,0,9D,6C,AD,8C,9H,1,0,7D,10D,AS,10S,AH,1,0,4H,JD,2S,4C,JC,2,0,7H,7S,8D,3D,9C,1,0
9S,JS,3S,5H,AH,7S,0,0,9C,KC,QH,4D,JC,0,0,6H,AC,QC,JH,8D,0,0,10S,8C,QD,2H,9H,0,1,5C,KH,3H,2C,8S,0,0,2S,AD,2D,7C,QS,1,0
AD,8S,10S,KD,5S,8D,1,0,9H,9D,JD,10H,3S,1,1,3C,10D,6C,6H,7D,1,0,3H,5H,JC,4S,6S,0,0,5D,9S,2D,8H,4D,0,0,7C,KS,2H,KH,JH,0,0
9H,10C,JS,2H,6D,9D,1,0,10D,2C,KC,JD,AH,0,0,AS,QH,QS,3S,6H,1,0,9C,QD,5C,7D,3D,0,0,7C,6C,10S,7S,3H,1,0,QC,KD,8C,KS,9S,0,1
QS,AC,7H,8H,JS,AD,1,0,10C,10S,5C,7D,7C,2,1,4D,3C,AS,6H,8C,0,0,QD,6D,2C,JH,JD,1,0,5S,9D,9S,4S,AH,1,0,KC,QC,3S,6C,7S,0,0
JS,2H,6C,4S,2D,7C,1,0,2C,7H,10S,AS,3H,0,0,5S,6D,2S,AC,3C,0,0,8S,5C,KD,AH,4H,0,1,QD,QC,10C,9H,5D,1,0,QH,4D,AD,7S,9D,0,0
7H,5H,8C,KC,7S,2H,1,0,KH,JD,8S,2S,JH,1,0,10H,7D,QC,KS,8H,0,0,AS,9D,3S,10C,6S,0,0,JS,QH,3H,6C,QD,1,0,AC,5D,AD,5C,QS,2,1
JH,7D,8C,5C,5D,10C,1,1,QD,8S,KC,3D,5S,0,0,2D,3S,QC,6D,3H,1,0,2H,3C,QH,6H,7C,0,0,JD,9D,KH,JC,7H,1,0,KS,2C,4C,8H,AC,0,0
2D,6H,3D,6C,QD,8H,1,0,5H,10S,9D,8D,KH,0,0,4C,KS,5D,KD,3H,0,0,AC,4H,QS,9C,10C,0,0,KC,JS,3S,4S,7C,0,0,5C,2S,AS,8C,7S,0,1
AD,7H,8S,KS,7C,9C,1,0,10S,AS,3H,3C,5D,1,0,AH,10C,KD,6H,2H,0,1,2D,JD,9H,9S,5S,1,0,QH,9D,5H,2S,5C,1,0,6S,8D,4S,AC,QD,0,0
6S,JC,JD,2D,5D,7C,1,0,5S,8S,4S,10C,6D,0,0,KD,9H,9C,4H,7H,1,0,6C,9S,3C,9D,7S,1,0,8D,AC,10D,8H,AD,2,0,4C,2C,3D,4D,KH,1,1
5S,10H,2S,5H,QH,JD,1,1,6D,9C,9D,KS,6S,2,0,7H,2D,JC,5C,3S,0,0,8S,3H,QS,JH,AH,0,0,9S,2C,6C,8D,KH,0,0,KC,AD,10S,7D,AS,1,0
9H,6S,3H,JC,QS,10H,0,1,5H,AC,3D,5S,KC,1,0,9D,QD,AH,5C,8S,0,0,3C,2D,7D,KD,KS,0,0,4S,6C,JH,7H,KH,0,0,2H,8C,3S,5D,JS,0,0
4C,2H,AD,6H,KS,KD,0,0,2D,7H,8H,AS,3D,0,0,AC,7D,QS,10H,3H,0,0,9H,JH,6C,4H,8S,0,0,9D,JD,KH,3C,8D,0,1,6D,6S,10S,7C,7S,2,0
9H,8S,8H,9S,QH,AH,2,1,JD,9C,4D,KC,4C,1,0,3H,2H,7H,JH,AD,0,0,10S,QS,6S,9D,7S,0,0,AS,7D,2C,QC,JS,0,0,10D,5H,2S,7C,KS,0,0
9H,5S,8D,JD,3H,10H,0,0,2S,JS,3D,6S,7S,0,0,5D,4C,KD,7H,AD,0,0,2H,QS,QH,4H,2D,2,0,KH,9D,JC,AH,8C,0,1,QC,10C,5C,10D,9C,1,0
10C,6H,8H,7S,JC,3C,0,1,8C,7C,5D,3D,9C,0,0,AD,5H,2S,6D,8D,0,0,9H,5C,KS,JD,JH,1,0,5S,4D,JS,4H,AH,1,0,QH,2C,2D,KD,4S,1,0
8S,10D,9H,5D,6H,6C,1,0,7C,JS,KH,3C,4D,0,0,7S,2S,10S,6D,JH,0,0,9S,9C,JD,JC,2C,2,0,AS,8D,KD,3S,KC,0,0,AC,10C,6S,3H,4C,0,1
3D,JD,10S,JS,5H,AD,1,0,5C,10H,JH,9D,2D,0,0,2H,4H,2C,AH,KH,1,0,7C,4C,8D,5D,AS,0,1,7H,KD,8H,QH,KS,0,0,9C,QC,6H,8S,QS,1,0
5H,8D,9H,AD,5S,QD,1,1,4H,KC,4C,4S,JD,1,0,5C,3S,8H,9S,7S,0,0,AC,KS,7D,JH,6C,0,0,9D,3H,KH,2D,10D,0,0,4D,6S,AS,6D,10H,1,0
KS,JH,JS,10S,4H,2S,1,0,7D,JD,8C,3C,10D,0,0,7C,2D,5D,7S,5S,2,1,JC,6D,4D,8S,3H,0,0,4C,9D,AH,4S,QH,1,0,8D,9S,QD,9C,AC,1,0
3C,5S,10H,2S,10D,3H,2,1,KD,8S,8H,4D,4H,2,0,8C,AS,JS,4C,8D,1,0,5C,AC,6D,QC,2H,0,0,7C,QS,6H,10S,AD,0,0,9C,5H,7H,7S,2D,1,0
AD,6D,AH,4H,AS,9H,1,0,3S,8C,5H,9S,7C,0,0,2C,8S,4D,2H,JS,1,1,KH,4C,8H,4S,2D,1,0,5S,5C,7D,QC,3H,1,0,7S,3D,QD,7H,JD,1,0
9H,4H,7H,2D,4C,AD,1,0,8S,KC,KS,3D,10D,0,0,7C,QD,10S,8H,7S,1,0,AS,QH,KD,3C,8C,0,1,10C,QS,7D,6H,5S,0,0,4S,9S,9D,10H,6S,1,0
4D,AS,8D,9H,7H,5H,0,1,10C,QH,5D,4C,KS,0,0,7S,9D,QC,8S,JH,0,0,6C,QD,AD,4S,3D,0,0,9S,3H,4H,JD,KC,0,0,JC,3C,10D,AH,2H,0,0
10C,6H,2S,AS,QS,6D,1,0,9D,5H,9S,JC,JD,2,1,QH,8C,4H,10H,3C,0,0,4S,10D,KD,4C,10S,2,0,2D,5C,6S,QD,9C,0,0,2H,3D,KS,6C,5S,0,0
6H,QS,9C,JS,QC,10S,1,1,7H,6C,JC,AH,8C,0,0,9S,2D,9D,5S,QD,1,0,8D,8H,3D,4S,6D,1,0,KC,4D,KD,AS,9H,0,0,3H,3S,8S,QH,7C,1,0
5C,AC,10H,8S,3S,2H,0,0,10S,7H,2S,3C,10C,1,0,5S,6S,4C,QS,KH,0,0,JC,10D,QD,JD,6H,1,1,2D,4S,7D,8D,4H,1,0,AD,9D,7S,KS,QH,0,0
KC,3S,8S,10S,KS,10D,1,1,6S,KD,2H,7D,JC,0,0,7H,AH,JS,5H,2D,0,0,9D,2C,8D,2S,8H,2,0,9C,8C,6C,AS,AC,1,0,6D,4H,9H,JD,3D,0,0
KH,4H,7S,8S,5D,JD,0,0,AD,4C,9C,2D,7D,0,0,AH,6H,6D,2H,KC,1,0,4S,KD,3C,5C,7H,0,0,KS,JH,3H,QC,QD,1,0,3D,9D,QH,JS,QS,1,1
9D,6D,KC,JD,8D,3H,0,0,KD,3S,9H,6C,AH,0,0,7C,QD,JS,3C,2S,0,0,5H,8C,7S,8H,KS,1,1,JH,KH,AC,10D,9S,0,0,2H,JC,5S,10C,QS,0,0
5S,JC,3D,QS,7H,JH,1,0,6H,8H,7S,JD,10H,0,0,AD,2C,2S,QC,QD,2,0,5C,AS,AH,10D,9S,1,0,4S,7D,2D,9H,10C,0,0,4C,KH,JS,4H,3C,1,1
3S,2S,7D,3H,QD,5C,1,0,8H,AC,2D,QS,QH,1,0,JD,JH,5D,3D,KS,1,0,10D,4S,AH,KC,7H,0,0,9S,9C,KH,6H,2H,1,1,AD,7S,6D,6C,4H,1,0
JD,9C,5S,7S,QH,QS,1,0,2C,7C,AH,4S,10H,0,0,KH,QC,2H,8D,AC,0,1,5C,10D,2D,4C,9S,0,0,9H,10S,QD,6S,4H,0,0,6D,AS,3S,7H,2S,0,0
2C,KH,6D,KD,5H,JD,0,0,2H,AD,2S,8S,6C,1,0,KS,6S,7D,AC,4D,0,0,AS,5S,4C,3C,AH,1,0,10S,4S,5C,10C,9C,1,0,8D,8C,7C,JH,3D,1,1
4S,JS,9S,JC,JD,9H,2,0,3C,10S,2C,7H,8H,0,0,2S,KS,KD,3D,KH,0,1,QD,5H,4C,AD,4D,1,0,9D,5D,7C,KC,5S,1,0,10C,4H,8S,6C,2D,0,0
AS,6H,AD,4D,7S,2H,1,0,9C,JS,5D,QC,9H,1,0,KD,7C,QS,2D,QD,1,0,KH,2C,10H,8H,10S,1,1,AH,3C,KS,10D,JD,0,0,5H,6S,9D,JH,5C,1,0
8C,3S,10H,3C,9D,9S,2,1,4D,3H,5S,4C,7C,1,0,7S,2H,AS,AC,KS,1,0,6C,QC,JC,6S,5C,1,0,QD,KH,KD,QH,4S,1,0,2D,JS,7H,KC,2C,1,0
10D,4S,6D,9S,7C,8S,0,0,AS,8D,6H,7D,AH,1,0,9H,10H,5D,QD,2D,0,0,KD,3S,7H,QC,KH,0,0,JD,5S,2H,JS,4D,1,1,AD,JC,8H,8C,7S,1,0
7C,10D,5H,10C,JS,9D,1,1,QD,8H,3H,JD,9C,0,0,6S,3C,JC,10S,KD,0,0,KC,2S,4D,6D,4S,1,0,5S,AS,2C,9S,6C,0,0,10H,6H,QS,5D,3S,0,0
JC,3D,QD,5D,6D,KC,0,0,5C,KS,3S,3H,6H,1,0,9S,10H,7C,4H,9H,1,0,10D,6C,JH,8H,4C,0,1,AS,9C,2D,5H,3C,0,0,5S,9D,AD,AH,4S,1,0
2H,8C,3S,KD,7S,AH,0,0,4D,AC,3C,3D,JC,1,0,6H,4S,4C,2D,AS,1,1,QS,3H,KH,AD,5C,0,0,5H,6S,JD,QC,9S,0,0,10D,7C,9C,2C,10S,1,0
10D,2H,JS,4C,JD,3S,1,0,2S,5C,7D,5D,6S,1,1,AS,8S,2C,6C,9D,0,0,AH,JH,7C,7H,KH,1,0,3C,KC,QS,JC,AC,0,0,4S,5H,6D,9S,7S,0,0
9D,5S,6C,2D,9C,5D,2,0,9H,7H,9S,4H,7D,2,0,3S,3D,8H,AC,2H,1,0,AD,6S,8D,2S,AS,1,1,7S,4D,QH,JC,KH,0,0,2C,JD,AH,8S,4S,0,0
QD,10D,QH,10H,4C,QS,2,1,5D,7D,9H,8C,2D,0,0,7H,JC,JD,4D,3D,1,0,KC,10C,5S,KS,3H,0,0,10S,4H,7S,2S,QC,0,0,3C,8D,AC,2H,5H,0,0
7H,JS,KD,4S,JD,7S,2,1,10D,2D,8S,KH,AH,0,0,7C,7D,9D,3S,9H,2,0,2H,JC,4C,6D,KS,0,0,AC,6C,3C,5C,10S,0,0,10H,9S,8D,3D,QS,0,0
KS,7C,7H,JD,8C,10H,1,1,5H,10D,8S,2S,7D,0,0,6S,6H,4D,AH,8D,1,0,QD,JH,AC,4H,2H,0,0,5S,4C,4S,9C,3H,1,0,9S,9D,KC,KD,QH,1,0
JC,QD,AH,AD,3D,5C,1,1,10H,6C,QS,9D,QH,1,0,10D,7C,KS,8D,5S,0,0,4D,KD,9H,4H,AC,1,0,10S,JH,JS,JD,2H,1,0,KC,7S,5D,7D,7H,1,0
5D,4D,8C,7H,3H,KH,0,0,2H,9C,KS,3C,JD,0,0,4C,QH,10H,QC,JH,1,0,5C,5S,AD,KD,7S,1,1,AH,5H,10D,2S,6D,0,0,8S,6S,JC,JS,KC,1,0
7H,3C,6H,10H,5D,9S,0,0,4D,QD,3S,5S,JH,0,0,3H,KH,AC,AS,7S,1,0,AD,4H,8D,8S,7D,1,0,6C,2H,8H,2S,4S,1,0,JC,QC,QS,7C,10S,1,1
6S,KS,3S,3C,2S,2D,2,0,QS,2H,7S,AS,9H,0,0,10H,4S,JD,AD,JH,1,0,8S,6D,3H,JS,AH,0,1,10C,5S,4H,9D,9C,1,0,5H,KH,7D,8H,10D,0,0
JC,5D,10C,QH,3D,AC,0,0,QS,KD,10D,4H,KH,0,1,9C,8D,KS,3C,2D,0,0,10H,9H,8C,7D,6H,0,0,6C,4D,JS,QC,4C,1,0,2H,7C,6D,AS,8S,0,0
AH,9C,7D,AS,10D,3H,1,1,4H,JH,2D,10H,10C,1,0,QC,6S,KC,5C,9D,0,0,9S,8S,10S,QS,5S,0,0,AD,KS,JD,3C,9H,0,0,2C,4C,5H,7C,QH,0,0
4H,AH,9S,AC,7D,10C,1,0,9C,QS,3C,10H,KH,0,0,9D,QD,7S,8D,6S,0,1,KD,JH,JD,4C,5H,1,0,5S,AS,9H,KS,8C,0,0,6C,QH,10D,8S,QC,1,0
6D,6S,2C,KS,7H,8D,1,0,AS,9H,JS,9S,AD,2,1,JD,AH,KH,4H,3C,0,0,5H,10C,9C,6C,8S,0,0,7D,KC,8C,5D,7C,1,0,6H,2S,5S,4C,3D,0,0
5H,JH,QD,7S,9C,8C,0,0,8S,JS,10S,AS,4D,0,0,3C,JC,6D,6S,8D,1,0,KH,2H,5C,KS,9H,0,0,6H,10C,9D,5S,10H,1,0,9S,5D,3D,4H,4S,1,1
QS,9S,2H,4S,KD,10D,0,0,5C,7D,3S,9C,3C,1,0,AH,4D,2S,6D,2C,1,0,JD,10C,QD,5H,AS,0,0,QC,AD,7S,7H,AC,2,0,10S,6S,KC,4C,8H,0,1
KC,9S,5S,10H,9H,2D,1,0,KH,9C,JS,6S,7C,0,1,7S,9D,JD,4D,7H,1,0,2H,5H,KD,4S,10C,0,0,QD,8C,6H,3H,7D,0,0,3S,4C,8H,2S,3D,1,0
9C,5H,2S,AD,10C,QH,0,0,8H,KD,KS,3S,QC,0,0,10S,8C,4S,JD,3H,0,0,JH,5D,QD,10H,7D,0,1,AC,4C,7C,9D,6S,0,0,AH,9H,2H,JC,KH,0,0
3S,3D,6S,QH,QD,AH,2,1,8C,9H,AC,6H,4H,0,0,QS,7D,8D,8H,9S,1,0,7C,10C,JH,KS,10S,1,0,QC,2D,4C,3H,10D,0,0,JC,8S,AD,9C,KC,0,0
